,input,A,B,B2
198,그는 장난감을 찾았다,그는 행복해졌다,놀라운 일이 발생하기 전에,그는 방으로 돌아가서 장난감을 즐겁게 놀았다
199,그는 청소를 도와줬다,나중에 친구들이 그에게 감사의 표시를 보였다,청소하다,식사를 함께 했다
200,그는 내 부모님께 물어봤다,그 후에 그는 내가 무엇을 했는지 내 부모님께 물어봤다,저를 도와주다,내가 그의 질문에 대답했다
201,그는 데이트 상대를 찾았다,데이트 상대를 찾은 후에는 데이트를 하거나 약속을 잡았다,파티에 가서,데이트를 위한 예약을 했다
202,그는 집에 가야 했다,하지만 길이 막혀서 늦게 도착했다,식사,는 늦은 시간이었기 때문에 택시를 타고 가야 했다
203,그는 주스를 엎질렀다,바닥이 깨끗하게 닦였다,숙취하다,바닥을 닦았다
204,그는 성을 변경했다,"그 후에는 그의 신분이 바뀌었고, 새로운 이름으로 삶을 시작했다",결혼,새로운 신분증을 발급받았다
205,그는 그것을 부모님에게 보여주기도 했다,부모님은 그의 행동에 대해 이야기하고 조언을 해 주었다,학교에서 좋은 성적을 받은,는 그들의 반응을 기다렸다
206,그는 환불을 요구했다,그에게 환불이 되었다,구매를,상점 직원이 환불 절차를 안내해 주었다
207,그는 동물원에 사탕을 가져다줬다,그 후 동물들이 그에게 몰려와서 사탕을 받았다,방문하다,동물원의 동물들이 사탕을 먹고 기뻐했다
208,그는 그녀에게 원하는대로 할 수 있게 했다,"이 사건 이후, 그녀는 자신의 의지를 상실하고 종속되었다",그녀가 반대하지 않고 동의했다,그녀는 자유롭게 선택할 수 있었다
209,그는 밤에 잠이 들었다,다음 날 아침에 일어나서 일상적인 활동을 시작했다,아침,그는 꿈 속으로 빠져들었다
210,그도 그것을 원했다,사건이 일어난 후 그는 그것을 얻었다,결혼,그는 그것을 얻기 위해 노력했다
211,그는 소총을 발사했다,경찰이 도착하여 그를 체포했다,소총을 발사하다,침묵이 흘렀다
212,그는 체중이 줄었다,그는 건강 상태가 좋아지고 자신감이 생겼다,운동하다,"그는 건강 상태가 좋아졌고, 에너지가 넘쳤다"
213,그는 목이 아파했다,그는 의사를 찾아가서 치료를 받았다,음식을 먹은,의사를 찾아서 진찰을 받았다
214,그는 쩝쩝거리는 소리를 내었다,그는 주위를 둘러댔다,숨을 쉬다,주위를 둘러보고는 조용히 사라졌다
215,그는 스스로를 기록했다,나중에 그의 이야기가 출판되었다,사건,자신의 성장과 변화를 되돌아보며 책으로 출판했다
216,그는 자신에 대해 매우 화가 나 있었다,그 후에는 자기 통제를 잃고 폭발적으로 행동했다,실패하다,그의 분노가 사라지고 안도감이 들었다
217,그는 이제 시작해야 했다,하지만 그는 결국 시작하지 않았다,일어나다,어떤 목표를 향해 나아가야 할지를 결정해야 했다
218,그는 열쇠를 잊어버렸다,그는 문을 열 수 없어서 도움을 요청했다,집을 나온 후,그는 문을 열 수 없어서 화가 났다
219,그는 오늘이 첫날였다,그는 새로운 직장에서 첫 출근을 했다,잠에서 깨다,그는 새로운 시작을 약속했다
220,그는 차를 엎질렀다,그는 사고를 당한 후 응급실로 옮겨졌다,음주운전,는 차량을 견인해야 했다
221,그는 이유를 설명했다,이후에는 상황에 대한 해명이 이루어졌다,결혼,모두가 그의 결정에 동의했다
222,그는 휴가를 시작했다,그는 휴가를 시작한 후에는 여행을 즐겼다,휴가를 시작하기 전에,그는 해변으로 여행을 떠났다
223,그는 여자친구와 결혼했다,결혼식을 열었다,연애,아이들을 가졌다
224,그는 새로운 사람들을 만났다,그는 새로운 관계를 형성하고 새로운 경험을 얻었다,이사를 하다,그들과 친해지고 싶었다
225,그는 더 이상 짖지 않았다,주인이 강아지에게 조용하게 하도록 명령했다,그는 피곤하기를,조용히 누워서 잠들었다
226,그는 싸우고 싶지 않아 했다,하지만 상대방이 공격을 시작하여 결국 싸움을 피할 수 없었다,언쟁하다,아무런 말 없이 그 자리를 떠났다
227,그는 포커 토너먼트에 참가했다,그는 우승하여 상금을 획득했다,저녁 식사를 마친,그는 승리를 거두었고 상금을 획득했다
228,그는 휴대폰을 돌려받았다,그는 잃어버린 휴대폰을 다시 찾았다,수리하다,그는 미안하다고 말하며 감사의 표시를 했다
229,그는 다음 날 그만뒀다,그는 다음 날 그만뒀다,결정하다,는 그의 삶이 급격하게 변했다
230,그는 도와달라고 울부짖었다,그 주변 사람들이 도와주려고 나서서 그의 문제를 해결하려고 노력했다,사고가 일어난,주변 사람들이 그에게 다가와 도와주기로 했다
231,그는 좋아하는 노래를 연주했다,그 후에 사람들은 박수를 치며 감탄했다,연주하다,그는 친구들과 함께 춤을 추며 즐거운 시간을 보냈다
232,그는 동영상을 시청했다,그는 온라인으로 다른 사람들과 소셜미디어를 통해 의견을 공유했다,시간이 지난,온라인으로 쇼핑을 하기로 결정했다
233,그는 하루 종일 플레이했다,그는 다음날 플레이한 게임에 대해 이야기했다,게임,는 피곤해서 잠들었다
234,그는 공을 가지고 있었다,농구 경기에서 슛을 시도했다,드리블,그는 공을 높이 던져서 친구들과 함께 놀았다
235,그는 가발을 뒤집었다,머리 아래에 숨겨진 비밀 문이 나타났다,머리를 긁다,그의 진짜 머리가 드러났다
236,그는 집처럼 편안해 했다,그 후 그는 잠들었다,잠을 자고,그는 티비를 켜고 소파에 앉아 휴식을 취했다
237,그는 무서운 소리를 들었다,그는 주변을 살폈다,잠에서 깨어나다,그는 주변을 둘러보았지만 아무것도 보이지 않았다
238,그는 거미를 죽였다,그 후에 그의 주변에 있는 다른 사람들은 그의 행동을 비난했다,거미를 죽인,그는 거미의 시체를 창가 밖으로 버렸다
239,그는 그녀에게 음식을 줬다,그녀는 감사하다고 말했다,먹다,그녀는 감사하게 받았고 함께 식사를 했다
240,그는 캠핑 여행 중였다,그는 자연을 즐기며 휴식을 취했다,캠핑하다,"비 오기 시작했고, 그는 텐트를 설치하는 데 어려움을 겪었다"
241,그는 둥지를 지었다,그는 새로운 가정을 만들었다,먹이를 찾다,그의 가족을 안전하게 보호하기 위해 먹이를 찾아다녔다
242,그는 멍청해 보였다,그를 비웃었다,술을 마신,어떤 일도 이해하지 못하는 듯한 표정으로 미소를 지었다
243,그는 머리 뒤에도 눈이 있었다,그는 놀라워서 자신의 머리를 만지고 주변 사람들도 놀라며 그를 바라봤다,사고,"그는 주위를 더 주의 깊게 살펴보았고, 놀라운 일들을 발견하게 되었다"
244,그는 기침을 시작했다,의사에게 진찰을 받았다,식사,기침을 멈추고 콧물이 나기 시작했다
245,그는 새 트럭을 구입했다,그는 새 트럭을 구입한 후에는 매일 운전을 즐기며 여행을 다녔다,구매,새 트럭으로 많은 여행을 다녔다
246,그는 몸을 따뜻하게 했다,그 후 그는 편안하게 잠을 잤다,목욕,그는 밖으로 나갔다
247,그는 하나를 훔쳤다,그는 체포되었다,도둑질,경찰에게 붙잡혀서 체포되었다
248,그는 큰 시험이 다가오고 있었다,시험을 잘 치르기 위해 열심히 공부했다,공부하다,그는 열심히 공부하여 시험을 통과하기 위해 최선을 다하였다
249,그는 어쨌든 떠났다,이후에는 그의 부재로 인해 조직이 혼란스러워졌다,논란하다,아무도 그의 행방을 알지 못했다
250,그는 혀를 내밀어 메롱했다,상대방이 화를 내고 놀라거나 분노하거나 실망했다,싸움,놀리는 손짓으로 손을 흔들었다
251,그는 마침내 그녀를 만났다,그들은 서로 사랑에 빠지고 결혼했다,기다리다,"그들은 함께 맛있는 식사를 했고, 서로에 대해 더 많이 알아가기 시작했다"
252,그는 티켓을 받았다,그는 공연에 참석할 수 있었다,공연을 보다,그는 공연장으로 향했다
253,그는 밤을 새워 공부했다,시험에서 좋은 성적을 받았다,고생 끝에 달이 보인다,시험을 보러 갔다
254,그는 금식을 깨기 시작했다,그는 식사를 하기 시작했다,금식하다,그는 배가 고파서 무엇이든 먹고 싶었다
255,그는 그녀를 유혹으로 이끌었다,결국 그녀는 그를 거부했다,성공하다,"그녀는 그의 매력에 흠뻑 빠져들었고, 둘은 서로를 사로잡는 로맨틱한 모험을 시작했다"
256,그는 외출금지를 당했다,그는 집에 갇혀 있어야 했다,격리,집에서만 시간을 보내며 책을 읽고 온라인으로 친구들과 소통하는 등 다른 방법으로 시간을 보내기 시작했다
257,그는 집이 그립었다,그는 고향으로 돌아가기로 결심했다,여행하다,그는 고향을 찾아 떠났다
258,그는 직장에서 은퇴했다,그 후에는 그가 퇴직금을 받고 새로운 취미나 관심사를 찾기 시작했다,오랜 시간,그는 여행을 떠나거나 취미를 즐기기 시작했다
259,그는 게시되었다,그는 사람들에 의해 비난을 받았다,사건,논란이 일었다
260,그는 첫 직장을 얻었다,그는 새로운 직장에서 열심히 일했다,대학 졸업,경력을 쌓아가면서 자신의 역량을 키웠다
261,그는 주차장을 찾았다,차를 주차했다,주차하다,차를 주차하고 건물로 향했다
262,그는 무도회 드레스와 함께 입었다,무도회에 참석했다,춤을 추기 전에,그녀는 화려한 보석과 함께 스타일리시한 하이힐을 신었다
263,그는 바위에 걸려 넘어졌다,그는 다쳐서 병원으로 실려갔다,넘어지다,지혈을 하고 병원으로 옮겨졌다
264,그는 스스로를 존중했다,그로 인해 주변 사람들도 그를 더 존중했다,자신을 돌보고 존중하다,모든 관계가 더욱 건강해졌다
265,그는 추수감사절 저녁 식사를 준비했다,가족들과 함께 식사를 하며 추수감사절을 축하했다,식사를 하다,친구들과 함께 식사를 즐겼다
266,그는 코를 후볐다,그는 휴지로 코를 닦았다,잠을 자기,코를 닦았다
267,그는 곧바로 잠자리에 들었다,다음 날 아침에 일어나서는 그는 더 많은 에너지를 가지고 있었다,잠들었다,아침에 일어나서 샤워를 하고 아침 식사를 했다
268,그는 함께 앉아 있었다,답변할 수 없음,식사,그는 친구와 함께 식사를 하러 레스토랑으로 이동했다
269,그는 모두에게 감사했다,모두에게 감사했다,일을 도와주어서,그는 자신의 노력과 헌신에 대해 이야기했다
270,그는 팔을 뻗었다,그는 물건을 집어들었다,운동,그는 문을 열고 나갔다
271,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다,그는 면접에서 뛰어난 성과를 거두고 원하는 직장을 얻었다,노력하여,"면접 결과를 기다리는 동안 긴장되었지만, 최종적으로 그 직장을 얻게 되어 기뻤다"
272,그는 휴가가 필요했다,휴가를 신청하여 휴가를 즐겼다,스트레스 해소,그는 몇 주 동안 열심히 일한 후에 휴가를 신청했다
273,그는 매우 아팠다,그는 병원으로 실려갔다,운동하다,병원에 가서 치료를 받았다
274,그는 곰에게 상처를 입혔다,그 후 그는 곰에게 공격당했다,사냥,곰은 격노하여 그를 추격했다
275,그는 제 방으로 돌아왔다,그는 쉬러 갔다,저녁 식사,문서를 정리하고 책상에 앉아 공부하기 시작했다
276,그는 밴드에 가입했다,음악을 연주하고 공연을 하게 되었다,결혼,그는 음악을 전공하기 시작했다
277,그는 이상하게 생겼다,다른 사람들이 그에게 이상한 시선을 보냈다,졸음,나는 그의 얼굴을 더 자세히 살펴보았다
278,그는 발가락을 삐끗했다,그는 의사에게 치료를 받았다,운동하다,는 의사를 찾아 병원에 갔다
279,그는 학용품을 구입했다,그는 학용품을 구입한 후 공부를 시작했다,학교를 다니다,학교로 돌아갔다
280,그는 기록을 경신했다,이후 그는 선수들과 함께 기록을 경신했다,일어난,"많은 사람들의 주목을 받았고, 그의 업적은 인정받았다"
