,input,A,B,B2
130,그는 술을 너무 많이 마셨다,그는 술에 취해 다음날 아파하다,그는 술을 너무 많이 마셨다. 이는 그가 의식을 잃기 전에 일어났다,그는 술을 너무 많이 마셨다. 그 후에 그는 숙취로 인해 이틀 동안 침대에 누웠다
131,그는 매일 아침 눈을 떴다,그는 새로운 하루를 시작하다,그는 매일 아침 눈을 떴다. 이는 그가 하루를 시작하기 전에 일어났다,그는 매일 아침 눈을 떴다. 그 후에 확실히 커피를 마셨다
132,그는 그녀의 셔츠 단추를 풀었다,그녀는 그를 밀어내다,그는 그녀의 셔츠 단추를 풀었다. 이는 그가 그녀와 저녁 식사를 하기 전에 일어났다,그는 그녀의 셔츠 단추를 풀었다. 그 후에 그녀는 웃으며 그를 안아주었다
133,그는 새 타이어가 필요했다,그는 자동차를 정비소에 가져가다,그는 새 타이어가 필요했다. 이는 그가 길을 떠나기 전에 일어났다,그는 새 타이어를 구입했다. 그 후에 차량의 주행 안전성이 향상되었다
134,그는 자신의 알람을 설정했다,그는 다음 날 일찍 일어나다,그는 자신의 알람을 설정했다. 이는 그가 늦게 출근하기 전에 일어났다,그는 자신의 알람을 설정했다. 그 후에 그는 잠에 들었다
135,그는 선택의 폭을 좁혔다,그는 결국 하나의 옵션을 선택하다,그는 선택의 폭을 좁혔다. 이는 최종 결정을 내리기 전에 일어났다,그는 선택의 폭을 좁혔다. 그 후에 그는 결정을 내렸다
136,그는 직원을 해고했다,그는 팀 내부에서 갈등을 일으키다,그는 직원을 해고했다. 이는 그가 회사의 생존을 위해 필요한 조치를 취하기 전에 일어났다,그는 직원을 해고했다. 그 후에 그는 회사 내부에서 비난을 받았다
137,그는 발진이 생겼다,그는 약을 바르다,그는 발진이 생겼다. 이는 그가 새로운 세제를 사용하기 전에 일어났다,그는 발진이 생겼다. 그 후에 그는 병원을 찾아서 의사의 진료를 받았다
138,그는 집에 가서 옷을 갈아입어야 했다,그는 소파에 앉아 휴식을 취하다,그는 집에 가서 옷을 갈아입어야 했다. 이는 소셜 이벤트에 참석하기 전에 일어났다,그는 집에 가서 옷을 갈아입어야 했다. 그 후에 소파에 앉아 티비를 보았다
139,그는 정말 착해 보였다,그는 사람들에게 신뢰받다,그는 정말 착해 보였다. 이는 그가 진실을 알게 되기 전에 일어났다,그는 정말 착해 보였다. 그 후에 그의 착한 모습이 사람들에게 호감을 주었다
140,그는 알림을 받았다,그는 중요한 소식을 알게 되었다,그는 알림을 받았다. 이는 그가 중요한 미팅에 늦기 전에 일어났다,그는 알림을 받았다. 그 후에 그는 긴급 회의에 참석해야 했다
141,그는 아버지와 함께 낚시하러 갔다,그는 큰 물고기를 잡다,그는 아버지와 함께 낚시하러 갔다. 이는 그가 어부가 되기 전에 일어났다,그는 아버지와 함께 낚시하러 갔다. 그 후에 그들은 많은 물고기를 잡아왔다
142,그는 아기를 안고 있었다,그는 아기가 울기 시작했다,그는 아기를 안고 있었다. 이는 아기가 울음소리를 지르기 전에 일어났다,그는 아기를 안고 있었다. 그 후에 그는 아기가 울어서 달래주었다
143,그는 기분이 나빠지기 시작했다,그는 친구들에게 도움을 요청하다,그는 기분이 나빠지기 시작했다. 이는 심각한 우울증에 빠지기 전에 일어났다,그는 기분이 나빠지기 시작했다. 그 후에 주변 친구들에게 도움을 요청했다
144,그는 새집을 지었다,그는 새로운 이사를 하다,그는 새집을 지었다. 이는 결혼하기 전에 일어났다,그는 새로운 이사를 했다
145,그는 새 정장을 구입했다,그는 자신을 더 자신감 있게 느끼다,그는 새 정장을 구입했다. 이는 친구의 결혼식에 참석하기 전에 일어났다,그는 새 정장을 입고 자신있게 외출했다
146,그는 부딪혔다,그는 부상을 입다,그는 부딪혔다. 이는 안전벨트를 착용하지 않았기 전에 일어났다,그는 부상을 입었다
147,그는 퇴근길에 커피를 사서 마셨다,그는 집에 도착해서 휴식을 취하다,그는 퇴근길에 커피를 사서 마셨다. 이는 집에 도착해 피곤함을 느끼기 전에 일어났다,그는 퇴근길에 커피를 사서 마셨다. 그 후에 집으로 돌아가서 휴식을 취했다
148,그는 생일 파티가 있었다,그는 친구들과 즐거운 시간을 보냈다,그는 생일 파티가 있었다. 이는 그가 친구들을 초대하기 전에 일어났다,그는 생일 선물을 여러 개 받았다
149,그는 암매장 당했다,그의 가족들은 슬퍼하며 그를 추모했다,그는 암매장 당했다. 이는 그가 안전벨트를 착용하지 않기 전에 일어났다,그는 암매장 당했다. 그 후에 그의 가족과 친구들은 슬퍼하며 그를 추모했다
150,그는 파트타임으로 일하고 있었다,그는 학업이나 다른 일을 병행하다,그는 파트타임으로 일하고 있었다. 이는 전문직으로 취직하기 전에 일어났다,그는 파트타임으로 일하고 있었다. 그 후에 전문적인 경력을 쌓기 위해 풀타임으로 일하기로 결정했다
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그는 후회하다,그는 자기도 모르게 자신에게 해가 되는 일을 했다. 이는 그가 후회하기 전에 일어났다,그는 자기도 모르게 자신에게 해가 되는 일을 했다. 그 후에 그의 행동이 후회되었다
152,그는 이제 자야 했다,그는 잠에 빠지다,그는 이제 자야 했다. 이는 그가 내일 일찍 일어나야 하기 전에 일어났다,그는 이제 자야 했다. 그 후에 그는 잠에 들었다
153,그는 깁스를 해야 했다,그는 몇 주 동안 휠체어를 사용해야 했다,그는 깁스를 해야 했다. 이는 그가 다리를 다치기 전에 일어났다,그는 몇 주 동안 휠체어를 타야 했다
154,그는 하루를 시작했다,그는 일어나서 샤워를 하다,그는 하루를 시작했다. 이는 알람이 울리기 전에 일어났다,그는 하루를 시작했다. 그 후에 그는 샤워를 하고 아침 식사를 했다
155,그는 새 드레스를 입었다,그는 친구들과 만나러 나가다,그는 새 드레스를 입었다. 이는 친구의 결혼식에 참석하기 전에 일어났다,그는 친구들과 함께 외출했다. 그 후에 모두가 그의 새 드레스를 칭찬했다
156,그는 어느 날 배고픔을 느꼈다,그는 냉장고를 열어 먹을 것을 찾다,그는 어느 날 배고픔을 느꼈다. 이는 그가 아침을 거르고 나온 것이기 전에 일어났다,그는 어느 날 배고픔을 느꼈다. 그 후에 그는 식사를 하러 식당에 갔다
157,그는 새 집으로 이사했다,그는 새 이웃들과 인사를 나누다,그는 새 집으로 이사했다. 이는 장거리 이사를 도와주기 전에 일어났다,그는 새로운 이웃들을 만났다. 그 후에 그는 새로운 친구들을 사귀었다
158,그는 깁스를 하고 있었다,그는 다리를 접고 앉아 있었다,그는 깁스를 하고 있었다. 이는 그가 사고를 당하기 전에 일어났다,그는 깁스를 하고 있었다. 그 후에 그는 재활치료를 받았다
159,그는 그녀의 어깨를 두드렸다,그녀는 그를 화나게 하다,그는 그녀의 어깨를 두드렸다. 이는 그가 그녀에게 인사하기 전에 일어났다,그는 그녀의 어깨를 두드렸다. 그 후에 그녀는 깨어났다
160,그는 양쪽을 동시에 지지했다,그는 어느 쪽에서도 신뢰받지 못하다,그는 양쪽을 동시에 지지했다. 이는 그가 중립을 유지하기 전에 일어났다,그는 양쪽을 동시에 지지했다. 그 후에 두 진영 사이에서 갈등이 일어났다
161,그는 전봇대에 부딪혔다,그는 병원으로 실려가다,그는 전봇대에 부딪혔다. 이는 그가 안전모를 쓰지 않기 전에 일어났다,그는 전봇대에 부딪혔다. 그 후에 사고로 다리를 다쳤다
162,그는 그것을 학교에 입고 다녔다,그는 그것을 자랑스럽게 보여주다,그는 그것을 학교에 입고 다녔다. 이는 그가 유행하기 전에 일어났다,그는 그것을 학교에 입고 다녔다. 그 후에 모두가 그의 새로운 스타일을 칭찬했다
163,그도 케이크를 먹었다,그는 케이크를 먹은 후에 배탈을 겪다,그도 케이크를 먹었다. 이는 그가 다이어트를 시작하기 전에 일어났다,그도 케이크를 먹었다. 그 후에 배가 아프기 시작했다
164,그는 밤에 잠을 잤다,그는 다음날 아침에 일어나다,그는 밤에 잠을 잤다. 이는 그가 다음 날 일어나기 전에 일어났다,그는 밤에 잠을 잤다. 그 후에 다음 날 아침 일어났다
165,그는 팔을 들어 올렸다,그는 승리를 선언하다,그는 팔을 들어 올렸다. 이는 그가 승리를 선언하기 전에 일어났다,그는 팔을 들어 올렸다. 그 후에 승리의 기뻐하는 함성을 질렀다
166,그는 실수로 노크를 했다,그는 사과하러 방문자에게로 가다,그는 실수로 노크를 했다. 이는 문을 열기 전에 일어났다,그는 실수로 노크를 했다. 그 후에 문 안으로 들어가서 사과했다
167,그는 구취가 심했다,그는 치약을 사러 가다,그는 구취가 심했다. 이는 칫솔을 이용하기 전에 일어났다,그는 샤워를 하고 청결한 상태로 변했다
168,그는 새로운 일을 시작했다,그는 새로운 도전에 힘을 실어나가다,그는 새로운 일을 시작했다. 이는 이전 직장을 그만두기 전에 일어났다,그는 새로운 일을 시작했다. 그 후에 그는 많은 도전에 직면했다
169,그는 내비게이션에 도움을 요청했다,그는 목적지까지의 경로를 찾다,그는 내비게이션에 도움을 요청했다. 이는 길을 잃기 전에 일어났다,그는 내비게이션에 도움을 요청했다. 그 후에 목적지에 무사히 도착했다
170,그는 총을 들고 목표물을 공격했다,그는 경찰에게 체포되었다,그는 총을 들고 목표물을 공격했다. 이는 그가 계획을 세우기 전에 일어났다,그는 총을 들고 목표물을 공격했다. 그 후에 경찰에 체포되었다
171,그는 호텔을 찾았다,그는 방을 예약하다,그는 호텔을 찾았다. 이는 여행을 시작하기 전에 일어났다,그는 호텔을 찾았다. 그 후에 그는 객실로 이동했다
172,그는 성인이 되었다,그는 투표권을 갖게 되었다,그는 성인이 되었다. 이는 그가 18세가 되기 전에 일어났다,그는 성인이 되었다. 그 후에 그는 자유롭게 세계를 여행하기 시작했다
173,그는 자전거를 타고 집으로 돌아갔다,그는 신선한 공기를 마시며 기분이 좋아졌다,그는 자전거를 타고 집으로 돌아갔다. 이는 그가 일몰 전에 도착하기 위해 일어났다,그는 자전거를 타고 집으로 돌아갔다. 그 후에 그는 샤워를 하고 저녁을 먹었다
174,그는 남편에게 문자를 보내었다,그는 이혼을 요청하다,그는 남편에게 문자를 보내었다. 이는 그가 집으로 돌아오기 전에 일어났다,그는 남편에게 문자를 보내었다. 그 후에 그녀는 남편의 답장을 기다렸다
175,그는 전화번호를 교환했다,그는 문자를 주고받다,그는 전화번호를 교환했다. 이는 그가 상대방에게 인사를 하기 전에 일어났다,그는 전화번호를 교환했다. 그 후에 그녀와 연락을 주고받았다
176,그는 경적을 울렸다,그는 교통사고를 일으켰다,그는 경적을 울렸다. 이는 사람을 치기 전에 일어났다,그는 주변 사람들이 화를 내는 것을 보았다
177,그는 꽤 멋져 보였다,그는 자신에게 자신감을 갖다,그는 꽤 멋져 보였다. 이는 자신의 옷을 고르기 전에 일어났다,그는 많은 사람들의 주목을 받았다
178,그는 하루를 마무리했다,그는 잠에 들었다,그는 하루를 마무리했다. 이는 그가 잠자리에 들기 전에 일어났다,그는 잠자리에 들었다
179,그는 마침내 그녀를 찾았다,그는 그녀와 결혼하다,그는 마침내 그녀를 찾았다. 이는 그가 포기하기 전에 일어났다,그는 마침내 그녀를 찾았다. 그 후에 그녀와 행복한 결혼을 했다
180,그는 데이트를 원했다,그는 그녀에게 데이트 신청을 했다,그는 데이트를 원했다. 이는 그가 그녀에게 고백하기 전에 일어났다,그는 그녀에게 연락했지만 대답을 받지 못했다
181,그는 갈등에 휘말렸다,그는 결국 문제를 해결하다,그는 갈등에 휘말렸다. 이는 그가 상황을 더 악화시키기 전에 일어났다,그는 갈등에 휘말렸다. 그 후에 문제를 해결하기 위해 중재자를 찾았다
