,input,A,B,B2,B3
94,그는 엄마에게 선물했다,그의 행동에 대해 칭찬과 감사의 말을 듣고 싶을 것이다.,그도 마찬가지로 좋은 선물을 받고 싶어했다.,무엇인지 알 수 없다. 완전한 문맥이 주어지지 않았기 때문에 어떤 선물을 원했는지 알 수 없습니다.,"주변 사람들은 놀라운 것을 원했는데, 왜냐하면 그는 엄마에게 선물했기 때문이다."
95,그는 금반지를 발견했다,그 주변 사람들은 그 반지의 주인을 찾기를 원할 것이다.,그것을 원했다.,무엇인지 궁금해했다. 그리고 금반지가 어디서 왔는지 알아내기 위해 노력했다.,"주변 사람들은 부러진 것을 원했는데, 왜냐하면 그는 금반지를 발견했기 때문이다."
96,그는 캠프파이어를 시작했다,주변 사람들은 따뜻한 분위기와 함께 즐거운 시간을 원할 것이다.,따라서 주변 사람들은 따뜻한 불을 원했다.,불을 지키는 것이었다. 그래서 모두가 함께 노래를 부르고 이야기를 나누며 즐거운 시간을 보냈다.,따뜻한 분위기를
97,그는 보고서를 작성했다,주변 사람들은 그의 보고서를 읽고 싶어할 것이다.,"""따라서 주변 사람들은 그의 의견을 원했다.""",보고서의 내용을 이해하고 그에 따른 조치를 취하는 것이었다.,"주변 사람들은 정확한 정보를 원했는데, 왜냐하면 그는 보고서를 작성했기 때문이다."
98,그는 '펑'하는 소리를 들었다,주변 사람들은 그 소리가 무엇인지 궁금해할 것이다.,그는 주변 사람들이 조용히 하길 원했다.,그가 가스를 뿜었던 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 '펑'하는 소리를 들었기 때문이다."
99,그는 깜짝퀴즈를 출제했다,주변 사람들은 정답을 맞추고 상품을 받고 싶어할 것이다.,정답,놀라운 정답을 맞추는 것이었다.,"놀라운 것을 원했는데, 왜냐하면 그는 깜짝퀴즈를 출제했기 때문이다."
100,그는 강아지를 찾았다,그 주변 사람들은 그 강아지의 주인을 찾는 데 도움을 주기를 원할 것이다.,그 강아지가 주인을 찾을 수 있도록 도와주는 것을 원했다.,그 강아지를 안전하고 건강하게 되돌려주는 것이었다.,"주변 사람들은 사진을 원했는데, 왜냐하면 그는 강아지를 찾았기 때문이다."
101,그는 고양이를 좋아했다,주변 사람들은 그에게 고양이와 함께한 사진을 보고 싶어할 것이다.,고양이를 더 많이 보고 싶어했다.,고양이와 함께 사진을 찍는 것이었다.,"주변 사람들은 고양이를 원했는데, 왜냐하면 그는 고양이를 좋아했기 때문이다."
102,그는 하루 종일 게임을 했다,그의 주변 사람들은 그가 다른 일에도 시간을 보내기를 원할 것이다.,그는 조금이라도 주변 사람들과 소통하는 것을 원했다.,그가 게임을 그만두고 다른 활동에 참여하는 것이었다.,"주변 사람들은 더 많은 관심을 원했는데, 왜냐하면 그는 하루 종일 게임을 했기 때문이다."
103,그는 나중에 질문했다,"""그가 무슨 일이 있었는지에 대해 자세히 설명해주기를 바랄 것이다.""",그의 질문에 대한 답변을 원했다.,무엇인지 궁금해졌다. 그의 질문에 대한 답변을 듣기 위해 사람들은 기다리고 있었다.,"주변 사람들은 더 많은 정보를 원했는데, 왜냐하면 그는 나중에 질문했기 때문이다."
104,그는 지갑을 돌려받았다,그는 칭찬과 감사의 말을 원할 것이다.,그의 친절한 행동을 따라하고 싶어했다.,그의 성실함과 정직함이었다.,"주변 사람들은 도와줄 것을 원했는데, 왜냐하면 그는 지갑을 돌려받았기 때문이다."
105,그는 그것을 학교에 가져갔다,주변 사람들은 그것이 무엇인지 궁금해할 것이다.,그것을 볼 수 있었으면 좋겠다.,무엇인지 알아보고 싶었다.,"주변 사람들은 그것을 원했는데, 왜냐하면 그는 그것을 학교에 가져갔기 때문이다."
106,그는 무릎을 다쳤다,주변 사람들은 그의 빠른 치료와 회복을 원할 것이다.,그의 빠른 회복(recovery)을 원했다.,빨리 응급실에 가서 치료를 받는 것이었다.,도움을
107,그는 갑자기 기억이 났다,"""그가 그 기억을 공유해주길 원할 것이다.""","""이야기를 해달라""",무엇인지 궁금해졌다. 그의 기억을 되살리고 주변 사람들이 원하는 것은 무엇일까?,"주변 사람들은 물건을 원했는데, 왜냐하면 그는 갑자기 기억이 났기 때문이다."
108,그는 아이와 함께 놀 수 있었다,그의 주변 사람들은 그와 아이가 함께 더 많은 시간을 보낼 수 있기를 원할 것이다.,그는 아이와 함께 놀 수 있었다. 따라서 주변 사람들은 그것을 원했다.,그가 아이들과 함께 있는 모습을 보는 것이었다.,"주변 사람들은 재미있는 것을 원했는데, 왜냐하면 그는 아이와 함께 놀 수 있었기 때문이다."
109,그는 처음에는 어떻게 해야 할지 몰랐다,그 주변 사람들은 그가 결정을 내리고 문제를 해결하는 것을 원할 것이다.,그의 결정 또는 행동,무엇인지 물어보고 조언을 구하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 처음에는 어떻게 해야 할지 몰랐기 때문이다."
110,그는 심지어 케이크도 만들었다,"""주변 사람들은 케이크를 먹고 싶어할 것이다.""",그의 케이크를 원했다.,그의 요리 실력을 더 자주 보여주는 것이었다.,"주변 사람들은 더 많은 것을 원했는데, 왜냐하면 그는 심지어 케이크도 만들었기 때문이다."
111,그는 손을 들었다,주변 사람들은 그가 말하려는 것을 듣고 싶어할 것이다.,주변 사람들은 그가 무엇을 말하고자 하는지 원했다.,무엇인지 묻는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 손을 들었기 때문이다."
112,그는 입을 적셨다,주변 사람들은 그가 무슨 이유로 입을 적었는지 궁금해할 것이다.,말해달라,그의 말을 듣기 위해 조용히 기다리는 것이었다.,"주변 사람들은 확실한 답변을 원했는데, 왜냐하면 그는 입을 적셨기 때문이다."
113,그는 새 고양이를 입양했다,그의 주변 사람들은 새 고양이에 대한 소식과 함께 새로운 가족 구성원을 소개해 달라고 원할 것이다.,고양이를 만나러 왔다.,새로운 가족 구성원을 소개하는 자리였다.,"주변 사람들은 부러운 것을 원했는데, 왜냐하면 그는 새 고양이를 입양했기 때문이다."
114,그는 정리를 잘했다,주변 사람들은 그가 정리를 잘한 것에 대해 칭찬하고 싶어할 것이다.,그의 도움을 원했다.,정리된 정보를 쉽게 찾을 수 있는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 정리를 잘했기 때문이다."
115,그는 그 높이에서 더 크고 무거워 보였다,그의 안전과 안정을 원할 것이다.,그의 도움을 원했다.,그의 안전을 위해 조심스러운 행동이었다.,큰 것
116,그는 눈물이 날 지경였다,주변 사람들은 그가 위로와 조언을 원할 것이다.,그를 편안하게 해 주는 것을 원했다.,그가 위로받고 회복할 수 있는 방법을 찾는 것이었다.,"주변 사람들은 평화로운 것을 원했는데, 왜냐하면 그는 눈물이 날 지경였기 때문이다."
117,그는 놀고 싶지 않아 했다,그의 주변 사람들은 그가 피곤하거나 스트레스 받는 것 같다고 생각할 것이다.,그는 놀고 싶지 않아 했다. 따라서 주변 사람들은 그가 즐거워하는 것을 원했다.,그가 함께 노는 것이었다.,"주변 사람들은 놀기를 원했는데, 왜냐하면 그는 놀고 싶지 않아 했기 때문이다."
118,그는 평화롭게 잠을 잤다,주변 사람들은 그가 안전하게 잠을 자고 있다는 것에 안도감을 느낄 것이다.,그는 그의 평화로운 잠을 방해하지 말라고 원했다.,그의 평온한 모습을 보며 안정과 안도감을 느끼는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 평화롭게 잠을 잤기 때문이다."
119,그는 종이에 물감을 묻혔다,그 주변 사람들은 그가 실수한 것을 인정하고 빨리 청소하길 원할 것이다.,그는 종이에 물감을 묻혔다. 따라서 주변 사람들은 그를 도와주는 것을 원했다.,어떤 그림을 그리는 것이었다.,색칠을
120,그는 칠면조를 넣었다,그 주변 사람들은 칠면조를 맛있게 요리해서 함께 먹고 싶을 것이다.,칠면조고기,"먹을 칠면조 요리였다. 그러나 그는 칠면조를 키우기로 결심했고, 주변 사람들은 놀라움과 혼란 속에서 이를 받아들였다.","주변 사람들은 닭을 원했는데, 왜냐하면 그는 칠면조를 넣었기 때문이다."
121,그는 다시 전화를 받았다,주변 사람들은 그가 무슨 내용인지 궁금해할 것이다.,그는 다시 전화를 받았다. 따라서 주변 사람들은 무엇을 원했다.,무엇인지 궁금해졌다. 그는 전화를 받으며 주변 사람들이 원했던 것은 무엇일지 고민했다.,"주변 사람들은 정보를 원했는데, 왜냐하면 그는 다시 전화를 받았기 때문이다."
122,그는 눈사람을 만들었다,주변 사람들은 그의 눈사람을 보고 싶어할 것이다.,따뜻한 음료나 손을 데워줄 것을 원했다.,눈싸움을 하는 것이었다.,따뜻한 온기를
123,그는 결국 쓰러졌다,"""도와줄 수 있는 사람이 있기를 원할 것이다.""",그를 도와주는 것을 원했다.,빠른 응급처치와 신속한 병원으로의 이송이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 결국 쓰러졌기 때문이다."
124,그는 곧 집으로 돌아갔다,가족이나 동료들은 그의 안전과 건강을 원할 것이다.,그는 곧 집으로 돌아갔다. 따라서 주변 사람들은 그의 안부를 원했다.,그의 안전과 건강이었다.,"주변 사람들은 놀랍게도 그것을 원했는데, 왜냐하면 그는 곧 집으로 돌아갔기 때문이다."
125,그는 새 보트를 구입했다,주변 사람들은 새 보트를 타고 함께 여행을 원할 것이다.,그 보트를 타고 나가볼 수 있는 기회를 원했다.,새 보트를 타고 함께 여행을 가는 것이었다.,"주변 사람들은 새 보트를 원했는데, 왜냐하면 그는 새 보트를 구입했기 때문이다."
126,그는 쇼핑하러 가고 싶다고 했다,그의 주변 사람들은 그가 쇼핑을 하러 갈 때 그들도 함께 가고 싶어할 것이다.,"""그는 무엇을 사고 싶은지 물어보았다.""",그가 무엇을 사고 싶은지 묻는 것이었다.,"주변 사람들은 선물을 원했는데, 왜냐하면 그는 쇼핑하러 가고 싶다고 했기 때문이다."
127,그는 소파에서 낮잠을 자고 있었다,그의 주변 사람들은 조용히 그를 깨우지 않고 그가 편안히 잘 수 있기를 바랄 것이다.,그는 조용한 것을 원했다.,그의 평온한 모습을 방해하지 않는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 소파에서 낮잠을 자고 있었기 때문이다."
128,그는 혼자서 저녁을 먹었다,주변 사람들은 그가 혼자서 저녁을 먹는 것이 외로워 보일 것이라고 생각할 것이다.,그는 혼자서 저녁을 먹었다. 따라서 주변 사람들은 그것을 원했다.,그의 외로움을 조금이라도 덜어주기 위해 함께 식사하는 것이었다.,"모두가 함께 식사를 원했는데, 왜냐하면 그는 혼자서 저녁을 먹었기 때문이다."
129,그는 잠이 들었다,그 주변 사람들은 그가 편히 자고 일어나기를 원할 것이다.,조용한 것을 원했다.,그의 평화로운 모습을 보는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 잠이 들었기 때문이다."
130,그는 술을 너무 많이 마셨다,그의 안전과 건강을 위해 도와주고 지원받을 수 있는 방법을 찾기를 원할 것이다.,그의 술을 조절하는 것을 원했다.,그가 술을 더 이상 마시지 않는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 술을 너무 많이 마셨기 때문이다."
131,그는 매일 아침 눈을 떴다,그 주변 사람들은 그가 건강하고 행복한 삶을 살기를 원할 것이다.,그의 에너지와 긍정적인 태도를 원했다.,그가 더 많은 책임감을 가지고 더 열심히 일하는 것이었다.,"주변 사람들은 행복한 일들을 원했는데, 왜냐하면 그는 매일 아침 눈을 떴기 때문이다."
132,그는 그녀의 셔츠 단추를 풀었다,"주변 사람들은 그의 행동을 비난하고, 그녀를 위로하거나 도와줄 것을 바라게 될 것이다.",그들은 그의 행동을 비난하거나 불쾌해했다.,그녀의 노출된 가슴을 보는 것이었다.,"주변 사람들은 당혹스러운 것을 원했는데, 왜냐하면 그는 그녀의 셔츠 단추를 풀었기 때문이다."
