,input,A,B,B2,B3
112,그는 입을 적셨다,그는 손으로 입을 가리키며 미안하다고 말할 것이다.,웃음을 참았다. 따라서 그는 진지해졌다.,무엇이든지 후회하지 않았다.,"그는 미안해했는데, 왜냐하면 그는 입을 적셨기 때문이다."
113,그는 새 고양이를 입양했다,그는 새로운 고양이를 따뜻하게 환영할 것이다.,반려동물을 입양했다. 따라서 그는 새로운 가족이 생겼다.,새로운 가족 구성원을 환영하는 것이었다.,기뻤다
114,그는 정리를 잘했다,정리를 잘한 것에 대해 칭찬하고 감사의 말을 전할 것이다.,책임감을 가지고 일을 처리했다.,정리를 잘한 그는 그가 했던 일에 대해 자신감을 가지고 있었다.,"책임감 있게 일했는데, 왜냐하면 그는 정리를 잘했기 때문이다."
115,그는 그 높이에서 더 크고 무거워 보였다,그는 안전을 위해 높은 곳에서 내려올 것이다.,자신감을 갖고 있었다.,그가 했던 것은 더 강력한 운동이었다.,"그는 자신을 키웠는데, 왜냐하면 그는 그 높이에서 더 크고 무거워 보였기 때문이다."
116,그는 눈물이 날 지경였다,그는 감정을 털어놓고 안심하며 눈물을 흘릴 것이다.,울음을 터뜨렸다.,그가 했던 것은 자신의 감정을 억누르려고 애쓰는 것이었다.,"울었던 것 같았는데, 왜냐하면 그는 눈물이 날 지경였기 때문이다."
117,그는 놀고 싶지 않아 했다,"""그는 다른 취미나 관심사를 찾아보려고 할 것이다.""",일하러 갔다.,공부하는 것이었다.,"그는 공부했는데, 왜냐하면 그는 놀고 싶지 않아 했기 때문이다."
118,그는 평화롭게 잠을 잤다,그는 평화롭게 잠을 자고 일어날 것이다.,평온함,무언가를 마음에 묻고 자는 것이었다.,죽었을 때
119,그는 종이에 물감을 묻혔다,그는 종이를 빨리 닦아내려고 할 것이다.,그는 종이에 물감을 묻혔다. 따라서 그는 실수했다.,종이에 아름다운 그림을 그리는 것이었다.,"화가였는데, 왜냐하면 그는 종이에 물감을 묻혔기 때문이다."
120,그는 칠면조를 넣었다,그는 칠면조를 조리해서 먹을 것이다.,음식을 조리했다.,칠면조를 요리하는 것이었다.,"우는 것 같았는데, 왜냐하면 그는 칠면조를 넣었기 때문이다."
121,그는 다시 전화를 받았다,그는 전화를 받아서 상황에 따라 대화를 이어나갈 것이다.,전화를 받았다. 따라서 그는 대답했다.,전화를 받아서 상대방과 대화를 이어나가는 것이었다.,놀랐다
122,그는 눈사람을 만들었다,그는 눈사람을 만든 것을 자랑스럽게 여기고 주변 사람들과 함께 즐거운 시간을 보낼 것이다.,겨울을 즐겼다.,눈사람을 만들고 눈덮인 언덕을 내려온 것이었다.,"그는 추웠는데, 왜냐하면 그는 눈사람을 만들었기 때문이다."
123,그는 결국 쓰러졌다,그는 즉시 응급 상황 대처를 위해 도움을 요청할 것이다.,쓰러진 채로 누웠다.,무리한 일이었다. 그는 너무 많은 것을 감당하지 못했고 결국 쓰러졌다.,"투쟁했는데, 왜냐하면 그는 결국 쓰러졌기 때문이다."
124,그는 곧 집으로 돌아갔다,.,퇴근,우리가 알 수 없는 이유로 인해 그가 집으로 돌아간 후에 무엇을 했는지에 대한 정보가 없습니다.,"그는 급히 떠났었는데, 왜냐하면 그는 곧 집으로 돌아갔기 때문이다."
125,그는 새 보트를 구입했다,그는 새 보트를 타고 바다로 나갈 것이다.,보트를 샀다.,새 보트를 이용하여 바다로 나가서 낚시를 즐기는 것이었다.,"파티에 가지 않았는데, 왜냐하면 그는 새 보트를 구입했기 때문이다."
126,그는 쇼핑하러 가고 싶다고 했다,그는 쇼핑을 하러 가기로 결정했다.,쇼핑하러 가기로 결정했다.,먼저 옷가게를 찾아보고 어떤 옷을 사고 싶은지 생각해 보는 것이었다.,"그는 지루했는데, 왜냐하면 그는 쇼핑하러 가고 싶다고 했기 때문이다."
127,그는 소파에서 낮잠을 자고 있었다,그는 잠이 깨어나면 일어나서 활동을 시작할 것이다.,졸고 있었다.,잠을 자는 것이었다.,"졸린(conked out) 상태였는데, 왜냐하면 그는 소파에서 낮잠을 자고 있었기 때문이다."
128,그는 혼자서 저녁을 먹었다,그는 혼자서 저녁을 먹었기 때문에 집에서 조용히 쉬거나 책을 읽을 것이다.,외식하지 않았다.,"식사 후에 주방을 정리하고, 그의 일일 활동을 마무리하기 위해 책을 읽었다.",배부르지 않았다
129,그는 잠이 들었다,그는 잠이 들었으니 편안히 쉬고 일어나서 다시 일을 시작할 것이다.,쿨한 꿈을 꾸었다.,잠을 자는 것이었다.,졸렸다
130,그는 술을 너무 많이 마셨다,그는 친구에게 도움을 요청하거나 택시를 호출하여 집으로 돌아갈 것이다.,취했다.,술에 취해 운전을 하려고 했다. 결과적으로 그는 교통사고를 일으켰고 경찰에 체포되었다.,취했다
131,그는 매일 아침 눈을 떴다,그는 활기차게 일어나서 새로운 하루를 맞이할 것이다.,아침에 일어났다.,샤워를 하고 커피를 마시는 것이었다.,"그는 피곤했는데, 왜냐하면 그는 매일 아침 늦게 자기 때문이다."
132,그는 그녀의 셔츠 단추를 풀었다,"""그는 즉시 그 행동을 중단하고 사과할 것이다.""",그녀의 셔츠 단추를 풀었기 때문에 그는 놀랐다.,그녀의 가슴을 자세히 살펴보는 것이었다.,그는 놀랐다.
133,그는 새 타이어가 필요했다,그는 자동차 서비스 센터에 가서 새 타이어를 구매할 것이다.,타이어를 구매하기로 했다.,새 타이어를 구매하러 가는 것이었다.,타이어를 바꿨다
134,그는 자신의 알람을 설정했다,그는 알람이 울릴 때 일어나서 일정을 시작할 것이다.,일어났다.,알람이 울릴 때까지 잠들었다.,늦었을 것이다
135,그는 선택의 폭을 좁혔다,그는 가능한 옵션들을 검토하고 최선의 결정을 내리기 위해 노력할 것이다.,결정을 했다.,"그가 했던 것은 더 신중하게 결정을 내리고, 더 집중해서 자신의 목표를 이루기 위해 노력하는 것이었다.","그는 신중한 결정을 했는데, 왜냐하면 그는 선택의 폭을 좁혔기 때문이다."
136,그는 직원을 해고했다,그는 직원에게 이유를 설명하고 공정한 절차를 거친 후에 해고 결정을 내릴 것이다.,일자리를 잃었다.,직원을 대체하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 직원을 해고했기 때문이다."
137,그는 발진이 생겼다,그는 의사에게 진료를 받으러 갈 것이다.,피부과를 방문하여 치료를 받았다.,"의사를 찾아가는 것이었다. 발진은 심각한 증상일 수 있으며, 전문가의 도움이 필요하다.","그는 약을 먹었는데, 왜냐하면 그는 발진이 생겼기 때문이다."
138,그는 집에 가서 옷을 갈아입어야 했다,그는 집에 가서 옷을 갈아입을 것이다.,옷을 갈아입었다.,샤워를 하고 깨끗한 옷을 입는 것이었다.,늦었어
139,그는 정말 착해 보였다,"""저 사람이 정말 착해 보인다.""",도와줬다.,어쩌면 그가 했던 것은 다른 이유가 있었을지도 모른다.,"노력했는데, 왜냐하면 그는 정말 착해 보였기 때문이다."
140,그는 알림을 받았다,그는 상황을 파악하고 즉시 대응할 것이다.,대답을 확인하러 갔다.,알림을 확인하고 즉시 대응하는 것이었다.,"그는 떠났는데, 왜냐하면 그는 알림을 받았기 때문이다."
141,그는 아버지와 함께 낚시하러 갔다,그는 아버지와 함께 낚시를 즐기고 즐거운 시간을 보낼 것이다.,낚시,"바다로 가는 길에 아버지와 이야기를 나누고, 낚시 도구를 준비하는 것이었다.","실망했는데, 왜냐하면 그는 아버지와 함께 낚시하러 갔기 때문이다."
142,그는 아기를 안고 있었다,그는 아기를 안전하게 안고 있을 것이다.,아버지가 됐다.,아기를 흔들어 주고 안심시켜 주는 것이었다.,웃지 않았다
143,그는 기분이 나빠지기 시작했다,그는 자신의 감정을 이해하고 그 원인을 찾기 위해 시간을 내며 휴식을 취할 것이다.,의사에게 상담을 받기 위해 병원을 찾았다.,어떤 일이 있었는지를 이야기해주는 것이었다.,"그는 화를 내었는데, 왜냐하면 그는 기분이 나빠지기 시작했기 때문이다."
144,그는 새집을 지었다,그는 새집을 지었다.,이사를 했다.,새로운 삶을 시작하는 것이었다.,"그는 이사를 했는데, 왜냐하면 그는 새집을 지었기 때문이다."
145,그는 새 정장을 구입했다,그는 새 정장을 입고 자신을 멋지게 보일 것이다.,옷을 사다,새로운 모습으로 변화하기 위해 노력한 것이었다.,"화장을 했는데, 왜냐하면 그는 새 정장을 구입했기 때문이다."
146,그는 부딪혔다,그는 상대방에게 사과하고 상황을 해결하기 위해 노력할 것이다.,아픈 것을 알고 있었다.,땅에 떨어진 것을 주웠다.,"그는 화를 냈는데, 왜냐하면 그는 부딪혔기 때문이다."
147,그는 퇴근길에 커피를 사서 마셨다,그는 집으로 돌아가서 휴식을 취할 것이다.,커피를 마셨다.,퇴근 후에 집으로 돌아가서 휴식을 취했다.,"지각을 했는데, 왜냐하면 그는 퇴근길에 커피를 사서 마셨기 때문이다."
148,그는 생일 파티가 있었다,그는 친구들과 함께 축하를 하고 즐거운 시간을 보낼 것이다.,친구들을 초대했다.,친구들을 초대하고 케이크를 주문하는 것이었다.,"축하받기를 원했는데, 왜냐하면 그는 생일 파티가 있었기 때문이다."
149,그는 암매장 당했다,그는 즉시 응급실로 이동하여 치료를 받을 것이다.,죽었다,나의 지시를 따르는 것이었다.,"그는 울고 있었는데, 왜냐하면 그는 암매장 당했기 때문이다."
150,그는 파트타임으로 일하고 있었다,그는 추가로 전문 기술을 배우거나 더 많은 파트타임 일자리를 찾을 것이다.,부업을 했다.,"
일을 하면서 독립적으로 생활하는 것이었다.","열심히 일했는데, 왜냐하면 그는 파트타임으로 일하고 있었기 때문이다."
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그는 자신의 행동을 반성하고 그에 대한 책임을 인정할 것이다.,자기도 모르게 자신에게 해가 되는 일을 했다. 따라서 그는 자책감을 느꼈다.,그에게는 자신을 돌아보고 변화를 위한 노력이 필요했다.,"그는 무의식적으로 했는데, 왜냐하면 그는 자기도 모르게 자신에게 해가 되는 일을 했기 때문이다."
152,그는 이제 자야 했다,그는 자러 갈 것이다.,잠을 잤다.,누워서 눈을 감고 잠을 청해야 했다.,"그는 피곤했는데, 왜냐하면 그는 이제 자야 했기 때문이다."
153,그는 깁스를 해야 했다,그는 의사에게 진료를 받아야 할 것이다.,걷기를 포기했다.,크게 활동을 제한하는 것이었다.,"운동을 하지 못했는데, 왜냐하면 그는 깁스를 해야 했기 때문이다."
154,그는 하루를 시작했다,그는 감사의 마음을 가지고 일어나서 하루를 시작할 것이다.,일어났다.,아침 식사를 하고 운동을 했다.,"그는 피곤했는데, 왜냐하면 그는 밤늦게까지 일을 하다가 하루를 시작했기 때문이다."
155,그는 새 드레스를 입었다,그는 자신의 새 드레스를 자랑스럽게 입고 자신을 좋아하는 모습으로 행동할 것이다.,예쁘게 보였다.,새 드레스를 입고 파티에 참석하는 것이었다.,"그는 자신을 자신 있게 행동했는데, 왜냐하면 그는 새 드레스를 입었기 때문이다."
156,그는 어느 날 배고픔을 느꼈다,그는 음식을 찾아 먹을 것이다.,식사를 했다.,냉장고를 열어서 무엇을 먹을지 고민하는 것이었다.,"그는 냉장고를 열었는데, 왜냐하면 그는 어느 날 배고픔을 느꼈기 때문이다."
157,그는 새 집으로 이사했다,그는 새 이웃들을 만나 인사를 하고 친해지려고 노력할 것이다.,이사,새 집을 꾸미고 가구를 옮기는 것이었다.,"이사를 했는데, 왜냐하면 그는 새 집으로 이사했기 때문이다."
158,그는 깁스를 하고 있었다,그는 깁스를 한 채로 조심스럽게 움직일 것이다.,걷기가 어려웠다., 걷는 것이 불가능했다.,"걸어 다닐 수 없었는데, 왜냐하면 그는 깁스를 하고 있었기 때문이다."
159,그는 그녀의 어깨를 두드렸다,"""죄송합니다, 그것은 적절하지 않은 행동입니다.""",친절한(gentle),그녀를 위로하는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 그녀의 어깨를 두드렸기 때문이다."
160,그는 양쪽을 동시에 지지했다,그는 중립적인 입장을 취할 것이다.,중립적이었다.,양쪽을 모두 만족시키는 것이었다.,양쪽을 동시에 지지했기 때문에 그는 중립적이었다.
161,그는 전봇대에 부딪혔다,그는 즉시 응급실로 이동하여 상태를 확인하고 치료를 받을 것이다.,전봇대에 부딪히면서 그는 다치었다.,"전봇대에 부딪힌 그는 큰 충격을 받았고, 주변 사람들이 도와주기 전까지 지쳐 누워 있었다.","차를 운전하고 있었는데, 왜냐하면 그는 전봇대에 부딪혔기 때문이다."
