,input,A,B,B2,B3
109,그는 처음에는 어떻게 해야 할지 몰랐다,그 주변 사람들은 그의 불안함을 느꼈을 것이다.,그의 불안함과 무력감을,그의 불안과 불확실함이었다. 처음 시도하는 일에 대한 두려움과 자신감 부족으로 인해 그는 주변 사람들로부터 도움을 받아야 했다.,"불안함을 느꼈는데, 왜냐하면 그는 처음에는 어떻게 해야 할지 몰랐기 때문이다."
110,그는 심지어 케이크도 만들었다,주변 사람들은 놀라거나 감동을 받았을 것이다.,"""따뜻한 마음""을 느꼈다.","""그의 열정과 능력에 대한 경탄이었다.""",놀람을
111,그는 손을 들었다,"""주변 사람들은 놀라거나 궁금해했다.""",그의 말을 주목해야 한다.,그는 무엇인가 말하고 싶다는 강한 의지였다.,"놀람을 느꼈는데, 왜냐하면 그는 손을 들었기 때문이다."
112,그는 입을 적셨다,"""주변 사람들은 놀라거나 당황했다.""",그의 긴장된 상태를,"그는 말이 부족한 것이 아니라, 그의 심각한 표정과 침묵에서 오는 긴장감이었다.",불편한
113,그는 새 고양이를 입양했다,"""주변 사람들은 기쁘거나 놀랐을 것이다.""",좋은 것,새로운 가족 구성원이 들어온 것에 대한 기대와 호기심이었다.,행복한 것
114,그는 정리를 잘했다,주변 사람들은 안심하고 안정감을 느꼈다.,신뢰감,정리된 공간에서는 편안함과 안정감이 느껴졌다.,안정감을
115,그는 그 높이에서 더 크고 무거워 보였다,주변 사람들은 그의 안전을 걱정하고 두려워했다.,그의 위엄을 느꼈다.,그의 존재감과 힘의 무게였다.,놀라운 것을
116,그는 눈물이 날 지경였다,주변 사람들은 그의 슬픔을 이해하고 안타까워했다.,그의 슬픔을,그의 슬픔과 절망이었다.,슬픔을
117,그는 놀고 싶지 않아 했다,"""그의 친구들은 실망했고, 그의 부모는 걱정했다.""",그는 지친 것을 느꼈다.,그의 무관심함이었다.,이상한
118,그는 평화롭게 잠을 잤다,주변 사람들은 안심하고 안정감을 느꼈다.,그의 안정된 모습을 느꼈다.,안정감과 안도였다. 그의 평화로운 잠은 주변 사람들에게 안정적인 분위기를 전달했다.,만족함
119,그는 종이에 물감을 묻혔다,"""주변 사람들은 놀라거나 안타까워했다.""",색다른,그의 창의적인 예술적 재능과 열정이었다.,놀라운 것을
120,그는 칠면조를 넣었다,주변 사람들은 놀라거나 혼란스러워했다.,이상한 것,칠면조의 특이한 울음소리와 냄새 때문에 혼란스러웠다.,"놀람을 느꼈는데, 왜냐하면 그는 칠면조를 넣었기 때문이다."
121,그는 다시 전화를 받았다,"""그의 가족과 친구들은 안심하고 안도했다.""",불안한 것,"그의 얼굴에 미소가 번지고, 기쁨과 안도감이 퍼져나가는 것을 느꼈다.",놀람을
122,그는 눈사람을 만들었다,"""그의 친구들은 놀람과 즐거움을 느꼈다.""",따뜻한 감정을 느꼈다.,따뜻한 겨울의 기운과 함께 눈이 내리는 아름다운 풍경 속에서 즐거움과 평화였다.,따뜻함을
123,그는 결국 쓰러졌다,"""주변 사람들은 충격과 슬픔을 느꼈다.""",그의 상황에 대한 안타까움과 슬픔을 느꼈다.,"압도된 슬픔과 충격이었다. 그의 쓰러짐은 모두를 깊이 슬프게 했고, 이에 대한 안타김과 아쉬움으로 가득 찼다.",불길한 예감을
124,그는 곧 집으로 돌아갔다,주변 사람들은 그가 떠나서 안전하게 집으로 돌아갔음에 안도했다.,그의 떠남을 느꼈다.,그의 떠남으로 인한 공허함과 외로움이었다.,"주변 사람들은 안도를 느꼈는데, 왜냐하면 그는 곧 집으로 돌아갔기 때문이다."
125,그는 새 보트를 구입했다,"""주변 사람들은 그가 기쁘고 흥분했을 것이라고 느꼈다.""",부러움을,부러움이었다. 새 보트를 소유하고 다니는 그의 모습을 보며 주변 사람들은 부러움과 질투의 눈빛을 보였다.,기대감을
126,그는 쇼핑하러 가고 싶다고 했다,"""그의 주변 사람들은 놀라거나 당황했다.""","""그의 소비욕이 강하다""라는 것을 느꼈다.",그 그의 쇼핑에 대한 열정과 욕구를 이해하고 공감했다.,"놀람과 혼란을 느꼈는데, 왜냐하면 그는 쇼핑하러 가고 싶다고 했기 때문이다."
127,그는 소파에서 낮잠을 자고 있었다,그들은 그가 피곤해서 편안한 모습으로 보였다고 생각했다.,평화로움,그는 피곤한 모습으로 보였다.,평화로움을
128,그는 혼자서 저녁을 먹었다,주변 사람들은 그가 외로웠을 것이라고 느꼈다.,외로움,그의 외로움과 고독감이었다.,공감(empathy)
129,그는 잠이 들었다,주변 사람들은 그가 피곤해서 다행이라고 생각했다.,그의 평화로운 숨소리를 들을 수 있었다.,그의 평화로운 숨소리와 안정된 심장 박동이었다.,졸음을
130,그는 술을 너무 많이 마셨다,"""주변 사람들은 그의 술 취한 상태를 보고 걱정했다.""",취한 것,그는 정신이 흐려지고 말을 거칠게 하며 제어력을 잃었다.,불안한
131,그는 매일 아침 눈을 떴다,그 주변 사람들은 안도하고 안심했다.,그는 새로운 에너지를 얻었다. 따라서 주변 사람들은 그의 활기찬 모습을 느꼈다.,그의 활기찬 에너지와 긍정적인 태도였다.,"평온한 것을 느꼈는데, 왜냐하면 그는 매일 아침 눈을 떴기 때문이다."
132,그는 그녀의 셔츠 단추를 풀었다,그 주변 사람들은 놀라거나 불편해 했을 것이다.,그들은 그의 행동에 대한 불쾌함을 느꼈다.,그들 간의 관계가 친밀하고 섹시한 분위기였다.,불쾌한
133,그는 새 타이어가 필요했다,"""주변 사람들은 그가 안전하게 운전할 수 있도록 새 타이어를 꼭 필요로 했다고 생각했다.""","""그는 새 타이어가 필요했다. 따라서 주변 사람들은 그의 차에 대한 걱정을 느꼈다.""",그는 안전을 위해 새로운 타이어를 구입해야 했다.,"주변 사람들은 차량이 흔들리는 것을 느꼈는데, 왜냐하면 그는 새 타이어가 필요했기 때문이다."
134,그는 자신의 알람을 설정했다,주변 사람들은 안심되거나 일어날 시간이 다가왔다고 생각했을 것이다.,시끄러운 것, 그는 일어나고 싶지 않은 것이었다.,"불쾌한 것을 느꼈는데, 왜냐하면 그는 자신의 알람을 설정했기 때문이다."
135,그는 선택의 폭을 좁혔다,주변 사람들은 실망했을 것이다.,그는 보수적인 선택을 했다. 따라서 주변 사람들은 안정감을 느꼈다.,그의 결정이 더욱 확고하고 명확해진 것이었다.,불안한 것을
136,그는 직원을 해고했다,주변 사람들은 충격을 받았고 불안해했다.,불안한 것을 느꼈다.,그는 회사에서의 권력을 과시하려는 의도였다.,분노(angry)
137,그는 발진이 생겼다,"""그의 주변 사람들은 걱정스러워했다.""",그는 발진이 생겼다. 따라서 주변 사람들은 걱정을 느꼈다.,그의 피부 상태에 대한 걱정과 동시에 그의 통증을 공감하는 것이었다.,안도함을
138,그는 집에 가서 옷을 갈아입어야 했다,주변 사람들은 그가 급한 일이 있거나 중요한 약속이 있어서 바쁘게 움직이고 있다고 생각했다.,그의 변화된 모습을,그의 변화된 모습에 대한 궁금함이었다.,"당신의 편집이 필요합니다. 주변 사람들은 놀란 것을 느꼈는데, 왜냐하면 그는 집에 가서 옷을 갈아입어야 했기 때문이다."
139,그는 정말 착해 보였다,그 주변 사람들은 그에 대해 호의적으로 느꼈다.,"""따라서 주변 사람들은 그에게 신뢰를 느꼈다.""",그는 신뢰할 만하고 친절한 사람이라는 것이었다.,따뜻한 감정을
140,그는 알림을 받았다,주변 사람들은 궁금하고 놀라웠다.,긴장된 것을 느꼈다.,그의 흥분과 기대감이었다.,"다양한 감정을 느꼈는데, 왜냐하면 그는 알림을 받았기 때문이다."
141,그는 아버지와 함께 낚시하러 갔다,"""그의 가족과 친구들은 기쁘고 행복해했다.""",그의 가족 사이에는 더 많은 결합이 생겼다.,아버지와 아들 사이의 끈끈한 유대감과 서로를 이해하고 지지하는 가족 사랑이었다. 함께 보낸 소중한 시간은 두 사람 간의 유대감을 더욱 깊게 만들어주었다.,부러움을
142,그는 아기를 안고 있었다,"""그의 주변 사람들은 그를 보고 감동을 받았다.""",따라서 주변 사람들은 그가 부모가 될 준비가 되어 있다는 것을 느꼈다.,"따뜻한 사랑과 책임감이었다. 아기를 안고 있는 그의 표정은 부드럽고 따스했으며, 주변에서는 그에게 대한 존경과 애정을 느낄 수 있었다.",따뜻한 감정을
143,그는 기분이 나빠지기 시작했다,주변 사람들은 그의 기분이 나빠지는 것을 걱정했다.,그는 불쾌한 것을 느꼈다.,그의 기분이 점점 안 좋아지고 있었다.,"주변 사람들은 긴장된 것을 느꼈는데, 왜냐하면 그는 기분이 나빠지기 시작했기 때문이다."
144,그는 새집을 지었다,"""그의 주변 사람들은 기뻤다.""",부러워하는,그는 노력과 열정이 가득한 사람이라는 것이었다.,기쁨을
145,그는 새 정장을 구입했다,"""그의 주변 사람들은 기쁘고 놀랐다.""",그의 새로운 변화를 느꼈다.,그는 자신을 새롭게 변화시키고 싶어하는 욕구였다.,기분 좋은
146,그는 부딪혔다,주변 사람들은 놀라거나 걱정했을 것이다.,위험한,그의 충돌에 대한 걱정과 불안이었다.,불안한(reassurance)
147,그는 퇴근길에 커피를 사서 마셨다,주변 사람들은 그가 피곤해서 커피를 마시는 것으로 보고 그의 피로를 이해했다.,카페인의 향기나 그의 커피 숙성을 느꼈다.,그의 상쾌함과 활기찬 에너지였다.,만족감을
148,그는 생일 파티가 있었다,주변 사람들은 기쁘고 즐거웠다.,축하의 뜻을 표현하기 위해 선물이나 축하 카드를 준비했다.,축하와 즐거움이었다. 함께 음악을 듣고 춤을 추며 즐거운 시간을 보냈다.,"즐거운 것을 느꼈는데, 왜냐하면 그는 생일 파티가 있었기 때문이다."
149,그는 암매장 당했다,주변 사람들은 슬펐다.,그는 암매장 당했다. 따라서 주변 사람들은 슬픔을 느꼈다.,"압도적인 슬픔과 안타김이었다. 그의 죽음으로 인해 주변 사람들은 큰 상실감을 느끼게 되었고, 그의 가족과 친구들은 깊은 애도에 잠겨 있었다.",슬픔을
150,그는 파트타임으로 일하고 있었다,그 주변 사람들은 그가 경제적으로 어려움을 겪고 있을 것이라고 생각했다.,그는 돈이 필요하다고 느꼈다., 그의 시간이 제한적이고 일에 대해 덜 집중하고 있다는 것이었다.,부정적인 것을
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그 주변 사람들은 그의 행동에 대해 충격과 안타까움을 느꼈다.,이를 알아차렸다.,그는 자신을 파해치는 행동을 멈추지 않고 계속했다.,불안함을
152,그는 이제 자야 했다,그 주변 사람들은 그가 피곤하고 지쳤을 것으로 느꼈다.,그의 피곤함을,그는 지쳤고 피곤해 보였다.,피곤함을
153,그는 깁스를 해야 했다,주변 사람들은 그를 안타깝게 여겼다.,그는 다소 불편한 것을 느꼈다.,그의 상황에 대한 안타까움과 동시에 그를 도와주고 지지해야 한다는 강한 욕구였다.,"주변 사람들은 안타까운 것을 느꼈는데, 왜냐하면 그는 깁스를 해야 했기 때문이다."
154,그는 하루를 시작했다,"""그의 가족과 친구들은 안심하고 기뻐했다.""",그는 에너지를 느꼈다.,그는 에너지가 넘쳐 흘렀다.,"희망적인 것을 느꼈는데, 왜냐하면 그는 긍정적으로 하루를 시작했기 때문이다."
155,그는 새 드레스를 입었다,"""그의 친구들은 놀라거나 기쁘거나 새로운 드레스를 보고 놀랐을 것이다.""",그의 새로운 드레스에 대한 호기심을 느꼈다.,그는 매우 자신감 있고 아름다웠다.,기분 좋은
156,그는 어느 날 배고픔을 느꼈다,그 주변 사람들은 그가 배고픔을 느꼈다는 것에 걱정했다.,그의 배고픔을 느끼게 되었다.,"그의 불편함과 고통이었다. 그는 급한 식사를 하고 싶었지만, 주변 사람들은 그의 배고픔을 이해하지 못했다.","주변 사람들은 걱정된 것을 느꼈는데, 왜냐하면 그는 어느 날 배고픔을 느꼈기 때문이다."
157,그는 새 집으로 이사했다,"""주변 사람들은 그가 새 집으로 이사해서 기뻐했다.""",그는 새로운 시작을 느꼈다.,새로운 시작과 변화였다. 새 집으로의 이사는 그에게 새로운 기회와 희망을 주었다.,"주변 사람들은 흥분된 것을 느꼈는데, 왜냐하면 그는 새 집으로 이사했기 때문이다."
158,그는 깁스를 하고 있었다,주변 사람들은 그의 안부를 걱정하고 동시에 안타까워했다.,그는 다친 것을 느꼈다.,그의 다리가 다친 것이었다.,애석한 것을
159,그는 그녀의 어깨를 두드렸다,그 주변 사람들은 그 행동을 친절한 제스처로 받아들였다.,따라서 주변 사람들은 그들 사이에 어떤 관계가 있는 것을 느꼈다.,그녀에게 위로를 전하는 것이었다.,불편한
160,그는 양쪽을 동시에 지지했다,주변 사람들은 놀라거나 혼란스러워했다.,그는 양쪽을 동시에 지지했다. 따라서 주변 사람들은 그의 일관성을 느꼈다.,그의 결단력과 타협의 중요성이었다.,이중성
