,input,A,B,B2
158,그는 깁스를 하고 있었다,어떤 사고나 부상으로 그는 깁스를 하고 있었다.,부상,다리를 다쳤기 때문에 깁스를 하고 있었다. 그 전에 축구를 하다가 넘어져 다리를 다쳤던 것이었다.
159,그는 그녀의 어깨를 두드렸다,그녀는 그를 무시했다.,이별,그녀가 슬픈 표정을 지었다.
160,그는 양쪽을 동시에 지지했다,이전에는 아마도 양쪽 옵션에 대해 심사숙고하고 고려한 후에 결정을 내린 것으로 보입니다.,결정을 하기 전에 일어났다.,어느 한 쪽을 택해야 할지 망설이고 있었다.
161,그는 전봇대에 부딪혔다,그는 운전 중에 제어를 잃었고 전봇대에 부딪혔다.,그는 전봇대에 부딪혔다. 이는 주의하지 않기 전에 일어났다.,"그 전에 그는 속도를 내려고 했지만, 너무 늦었다."
162,그는 그것을 학교에 입고 다녔다,그는 그것을 학교에 입고 다녔다. - 어떤 사건이 일어나기 전에 어떤 일이 벌어졌는지에 대한 정보가 충분하지 않아 정확한 답변을 제공할 수 없습니다.,그는 그것을 학교에 입고 다녔다. 이는 일어나기 전에 일어났다.,그 전에 그것을 사러 가서 샀다.
163,그도 케이크를 먹었다,케이크를 구입하고 준비했다.,자기 전에 일어났다.,케이크를 먹기 전에는 햄버거와 감자튀김을 먹었다.
164,그는 밤에 잠을 잤다,그는 하루 일과를 마치고 피곤해서 밤에 잠을 잤다.,자신의 일을 준비,밥을 먹었다.
165,그는 팔을 들어 올렸다,그는 신호를 요청하기 위해 팔을 들어 올렸다.,스트레칭,"그는 강한 욕구를 느꼈고, 자신의 목표를 이루기 위해 힘을 모았다."
166,그는 실수로 노크를 했다,그는 문을 열기 전에 실수로 노크를 했다.,문을 열려고,어떤 사람이 문을 열고 나왔다.
167,그는 구취가 심했다,그는 몇 일 동안 샤워를 하지 않았다.,씻기,샤워를 하지 않았던 것 같았다.
168,그는 새로운 일을 시작했다,이전에 그는 현재의 일을 시작하기 전에 새로운 일을 시작했다.,그는 새로운 일을 시작했다. 이는 결정하기 전에 일어났다.,어떤 일을 하고 있었지만 지루해져서 바꾸기로 결정했다.
169,그는 내비게이션에 도움을 요청했다,그는 지도를 찾아보고 길을 물었다.,여행을 시작하기 전에 일어났다.,그 전에 지도를 확인해보았지만 아직도 길을 잃었기 때문에 도움을 요청했다.
170,그는 총을 들고 목표물을 공격했다,그는 총을 들고 목표물을 조준했다.,계획을 세우기,"그 전에 그는 정확한 사격 자세를 취했고, 숨을 고르며 목표를 향해 조준했다."
171,그는 호텔을 찾았다,그는 여행 일정을 계획하고 호텔을 예약했다.,체크인,그는 여행사에 전화해서 예약을 했다.
172,그는 성인이 되었다,그는 18세가 되었다.,어린이,어린이였다.
173,그는 자전거를 타고 집으로 돌아갔다,그는 일을 마치고 나서 자전거를 타고 집으로 돌아갔다.,그는 일어나서 자전거를 타고 집으로 돌아갔다. 이는 출발하기 전에 일어났다.,친구들과 함께 저녁을 먹었다.
174,그는 남편에게 문자를 보내었다,어떤 사건이 일어나기 전에 그는 남편에게 문자를 보내었다.,이는 저녁 식사를 하기 전에 일어났다.,그 전에 그녀는 심호흡을 하고 결정적인 말을 준비했다.
175,그는 전화번호를 교환했다,어떤 사람과의 연락을 위해 전화번호를 교환했다.,교환,그 전에 그녀와의 관계를 끝냈다.
176,그는 경적을 울렸다,그는 주차 공간을 찾기 위해 차를 운전하고 있었다.,출발,어린 소년이 길을 가로질러 달려나왔기 때문에 그는 경적을 울렸다. 그 전에는 아무도 보지 못했던 것이었다.
177,그는 꽤 멋져 보였다,어떤 사람이 그를 칭찬했다.,사건,무슨 일이 있었는지 궁금해졌다.
178,그는 하루를 마무리했다,어떤 사건이 일어나기 전에는 그가 하루를 마무리했다.,자신의 일을 마무리하기 전에 일어났다.,그는 일을 마무리하고 집에 돌아왔다.
179,그는 마침내 그녀를 찾았다,그는 오랫동안 그녀를 찾아다녔다.,그는 희망을 잃기 전에 일어났다.,"그 전에 그는 수많은 장소를 찾아 다녔고, 많은 사람들에게 물었지만 그녀를 찾지 못했다."
180,그는 데이트를 원했다,어떤 사람과 약속을 잡았다.,그는 데이트를 원했다. 이는 만나기 전에 일어났다.,어떤 장소에서 식사를 하고 싶었다.
181,그는 갈등에 휘말렸다,그 전에 두 사람 사이에 의견 차이가 있었다.,결정,어떤 선택을 해야 할지 망설이고 있었다.
182,그는 팝콘을 먹었다,영화를 보기 위해 영화관에 갔다.,영화를 보기,영화를 보기 위해 영화관에 들어갔다.
183,그는 좋아하는 TV 프로그램을 시청했다,사건이 일어나기 전에 그는 좋아하는 TV 프로그램을 시청했다.,잠자리에서 일어나기,그 전에 저녁을 먹었다.
184,그는 집에 안전하게 도착했다,그는 차를 주차하고 문을 잠그고 집으로 들어갔다.,그는 집에 안전하게 도착했다. 이는 출발하기 전에 일어났다.,어둠이 내리기 전에 마지막으로 산책을 하고 있었다.
185,그는 더 나은 직장을 찾았다,이전에 그는 현재의 직장에서 불만을 느끼고 더 나은 직장을 찾기 위해 이직을 결정했다.,이는 이직하기 전에 일어났다.,일을 하고 있었지만 그의 능력과 열정이 충분히 인정받지 못했다.
186,그는 현금이 좀 필요했다,그는 은행에 갔다.,은행에 가려고,농구 경기에서 상대팀에게 걸린 벌칙 때문에 돈을 내야 했다.
187,그는 응급실에 가야 했다,그는 심장 마비로 인해 응급실에 가야 했다.,사고,어떤 사고로 다쳤기 때문이었다.
188,그는 치어리더가 되고 싶어 했다,그는 치어리더 연습을 하고 싶어했다.,그는 치어리더가 되고 싶어 했다. 이는 일어났다. 꿈을 이루기 전에 일어났다.,어린 시절부터 춤을 배웠고 체육 수업에서 운동을 즐겨했다.
189,그는 상황파악을 하지 못한 채 놀고 있었다,그는 상황을 파악하지 못한 채 놀고 있었기 때문에 사건이 일어났다.,결정을 하기 전에 일어났다.,어떤 위험한 일이 벌어질지도 몰랐다.
190,그는 거부당했다,어떤 제안을 받아들이지 않았다.,결정,어떤 일이 있었는지 알려주시겠어요?
191,그는 얼굴을 맞았다,싸움이 있었다.,일어나기,"그는 눈을 감았고, 입술을 살짝 열었다."
192,그는 상사에게 사과했다,어떤 실수를 저질렀을 것이다.,그는 상사에게 사과했다. 이는 실수하기 전에 일어났다.,그 전에 그의 행동으로 인해 상사에게 불만을 끼쳤기 때문이다.
193,그는 내일 큰 시험이 있었다,그는 하루 종일 공부했다.,시험을 보기 전에 일어났다.,그는 하루 종일 공부를 했다.
194,그는 선풍기를 구입했다,그는 더위를 많이 타서 선풍기를 구입했다.,선풍기를 구입하기 전에 일어났다.,그 전에 더운 여름날씨에 계속해서 땀을 흘리고 있었다.
195,그는 새 옷장을 구입했다,그는 새 옷장을 구입하기 전에 옷장이 너무 낡아서 버리기로 결정했다.,새 옷장을 정리하기 전에 일어났다.,그 전에 옷장이 너무 낡아서 버리기로 결정했다.
196,그는 친구들을 초대했다,친구들을 초대한 후에 그 사건이 일어났다.,파티를 계획,그는 파티를 열기로 결정했다.
197,그는 선물을 받았다,누군가 그에게 선물을 주었다.,선물을 받기 전에 일어났다.,어떤 사람이 그의 생일을 축하했다.
198,그는 장난감을 찾았다,그 전에 그는 방을 청소했다.,잠들어,어디에 놓았는지 기억이 나지 않았다.
199,그는 청소를 도와줬다,어머니가 요청하여 그는 청소를 도와주었다.,청소하기 전에 일어났다.,그 전에 그는 식사를 준비했다.
200,그는 내 부모님께 물어봤다,어떤 일이 벌어졌는지에 대한 추가 정보가 없으므로 정확한 답변을 제공할 수 없습니다. 더 구체적인 맥락이 필요합니다.,"""이는 결정하기 전에 일어났다.""","나도 그에게 물어보았지만, 정확한 답을 찾지 못했다."
201,그는 데이트 상대를 찾았다,그는 데이트 상대를 찾기 위해 친구들에게 도움을 요청했다.,"""이는 프로필을 만들고 온라인 데이트 앱에 가입하기 전에 일어났다.""",그 전에 여러 사람과 만나봤지만 마음에 드는 사람을 찾지 못했다.
202,그는 집에 가야 했다,어떤 사람이 그에게 집에 가야 한다고 말했다.,집에 도착,먼저 식사를 마무리해야 했다.
203,그는 주스를 엎질렀다,그는 실수로 주스를 테이블 위에 엎어졌다.,요리,어린 아이들을 위한 특별한 생일 파티를 준비하고 있었다.
204,그는 성을 변경했다,그는 성을 변경하기 위해 법적인 절차를 거쳤다.,결혼,어떤 이유로 그런 결정을 내렸는지에 대해 아무런 설명도 하지 않았다.
205,그는 그것을 부모님에게 보여주기도 했다,"어떤 일이 벌어지기 전에, 그는 그것을 부모님에게 보여주었다.",결혼,그 것을 자랑스럽게 여겼기 때문이다.
206,그는 환불을 요구했다,상품을 구매한 후에 제품이 손상되었거나 불량이라고 판단하여 환불을 요구하였다.,상품을 받아보기 전에,상품을 구매한 날짜를 확인해야 했다.
207,그는 동물원에 사탕을 가져다줬다,그는 동물원에 사탕을 가져다준 후에 사람들이 동물들을 먹이는 것을 보았다.,방문하기,그 전에 그는 동물원에서 동물들을 보고 싶어서 가방에 사진기를 넣었다.
208,그는 그녀에게 원하는대로 할 수 있게 했다,어떤 사람이 그녀에게 권한을 부여했다.,그녀가 그를 신뢰하기 전에 일어났다.,그녀는 자신의 의견을 표현하고 결정을 내릴 수 있는 자유를 가지고 있었다.
209,그는 밤에 잠이 들었다,그는 잠들기 전에 침대에 누웠다.,자신의 알람이 울리기 전에 일어났다.,그는 창문을 닫고 커튼을 내렸다.
210,그도 그것을 원했다,누군가 그 사람에게 그것을 제안했다.,그의 결정을 내리기 전에 일어났다.,무엇을 상상했던 것이다.
211,그는 소총을 발사했다,그는 소총을 채웠다.,총격을 하기 전에 일어났다.,그는 목표를 정확하게 향해 조준했다.
212,그는 체중이 줄었다,그는 운동을 하고 식사를 조절하여 체중을 줄였다.,다이어트,그 전에 그는 운동을 많이 했고 식사량을 줄였다.
213,그는 목이 아파했다,그는 이전에 어떤 음식을 먹었거나 추위에 노출되었을 것이다.,식사,어떤 음식을 너무 빨리 먹었기 때문에 그의 목이 아파했다.
214,그는 쩝쩝거리는 소리를 내었다,그는 물을 마셨다.,쓰다듬기,그 전에는 나무에서 떨어지는 잎사귀 소리가 들렸다.
215,그는 스스로를 기록했다,자신을 기록한 후에 그 사건이 일어났다.,죽음,"그는 자신의 경험을 되새기고, 성장과 변화를 돌아보았다."
216,그는 자신에 대해 매우 화가 나 있었다,어떤 사람이 그를 실망시켰다.,결정을 내리기 전에 일어났다.,누군가에게 실망을 했기 때문이다.
217,그는 이제 시작해야 했다,어떤 큰 결정을 내리거나 중요한 일을 마무리해야 했다.,그는 이제 시작해야 했다. 이는 일어나기 전에 일어났다.,어떤 것을 준비해야 했다.
218,그는 열쇠를 잊어버렸다,그는 문을 열기 위해 열쇠를 찾아야 했다.,출발,문을 열고 나왔던 것 같았다.
219,그는 오늘이 첫날였다,어떤 변화도 일어나지 않았다.,출발,어떤 일도 준비하지 않았다.
220,그는 차를 엎질렀다,그는 주의를 기울이지 않고 운전을 하다가 차를 엎질렀다.,주행 중에 발생한 사고,차를 제대로 주차하지 않았기 때문에 발생한 사고였다.
221,그는 이유를 설명했다,이전에 그는 어떤 사건이 일어나기 전에 이유를 설명했다.,결정,그 전에 일어난 일들을 알려주었다.
222,그는 휴가를 시작했다,그는 휴가를 신청했다.,휴가를 시작하기 전에 일어났다.,그는 여행을 계획하고 가방을 싸서 준비를 마쳤다.
223,그는 여자친구와 결혼했다,그는 여자친구와 결혼식을 계획하고 준비했다.,연애,그는 여러 사람들과 데이트를 했다.
224,그는 새로운 사람들을 만났다,그는 새로운 사람들을 만나기 전에 이전의 친구들과 이별했다.,이사하기 전에,"어떤 사람들과는 잘 지내지 못했지만, 이번에 만난 사람들은 매우 친절하고 다정했다."
225,그는 더 이상 짖지 않았다,그는 훈련을 받아 짖지 않게 되었다.,그는 더 이상 짖지 않았다. 이는 조용해지기 전에 일어났다.,어린 시절에는 매일 밤 울던 것 같았다.
226,그는 싸우고 싶지 않아 했다,어떤 갈등이 있었을 것으로 추측된다.,그는 싸우고 싶지 않아 했다. 이는 어떤 일이 일어나기 전에 일어났다.,어떤 일이 있었던 것 같아서요.
