,input,A,B,B2,B3
107,그는 갑자기 기억이 났다,그는 갑자기 안도와 안심이 느껴졌다.,안도,불안과 두려움이었다. 그 기억은 그를 과거의 어둠 속으로 다시 끌어들였다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 갑자기 기억이 났기 때문이다."
108,그는 아이와 함께 놀 수 있었다,그는 행복했다.,행복한,아이와 함께 놀 때의 즐거움과 행복이었다.,행복한
109,그는 처음에는 어떻게 해야 할지 몰랐다,그는 처음에는 주저하고 당황했다.,당황한, 불안과 혼란이었다. 처음에는 어떻게 해야 할지 몰라서 막막한 마음이 들었다.,"그는 혼란스러운 것을 느꼈는데, 왜냐하면 그는 처음에는 어떻게 해야 할지 몰랐기 때문이다."
110,그는 심지어 케이크도 만들었다,그는 자부심을 느꼈다.,자부심을 느꼈다.,자부심과 만족감이었다. 그의 노력과 열정으로 만든 케이크를 보며 자신감에 차 있었을 것이다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 심지어 케이크도 만들었기 때문이다."
111,그는 손을 들었다,그는 기뻤다.,희망을 느꼈다.,불안과 긴장이었다.,"그는 전율을 느꼈는데, 왜냐하면 그는 손을 들었기 때문이다."
112,그는 입을 적셨다,그는 실망했다.,쓴 것을 느꼈다.,불안과 두려움이었다. 그의 마음은 불안과 두려움으로 가득 차 있었다.,"그는 어떤 것을 느꼈는데, 왜냐하면 그는 입을 적셨기 때문이다."
113,그는 새 고양이를 입양했다,그는 행복했다.,행복한 것을 느꼈다.,새로운 책임감과 행복함이었다. 새로운 가족 구성원을 맞이하게 되어 기쁨과 설렘이 함께하는 순간이었다.,행복한
114,그는 정리를 잘했다,그는 만족했다.,만족함을 느꼈다.,자신의 능력과 조직력에 대한 자신감이 커졌다.,"그는 자신이 자신감을 느꼈는데, 왜냐하면 그는 정리를 잘했기 때문이다."
115,그는 그 높이에서 더 크고 무거워 보였다,그는 무서움을 느꼈다.,자신이 더 강하고 위대한 것을 느꼈다.,"그의 힘과 영광이었다. 그는 자신의 존재를 더욱 강인하게 느꼈고, 자신을 더욱 중요하게 여겼다.","그는 두려움을 느꼈는데, 왜냐하면 그는 그 높이에서 더 크고 무거워 보였기 때문이다."
116,그는 눈물이 날 지경였다,그는 슬픔과 안타김으로 가득 찼다.,슬픈 것을느꼈다., 절망과 슬픔이었다.,"그는 슬픈 것을 느꼈는데, 왜냐하면 그는 눈물이 날 지경였기 때문이다."
117,그는 놀고 싶지 않아 했다,그는 지루하고 심심했다.,씁쓸한 것을 느꼈다.,책임감과 책무였다.,"그는 책임감을 느꼈는데, 왜냐하면 그는 놀고 싶지 않아 했기 때문이다."
118,그는 평화롭게 잠을 잤다,그는 안정되고 평온한 기분이었다.,안전한 것을 느꼈다.,"평온함과 안정감이었다. 그의 마음은 평화롭고 안정되어 있었고, 꿈 속에서도 편안한 상태였을 것이다.",아무런 위협도 없었던 것을
119,그는 종이에 물감을 묻혔다,그는 실망했다.,색감을 느꼈다.,색채의 아름다움과 함께 예술적인 창조의 즐거움이었다.,"그는 화난 것을 느꼈는데, 왜냐하면 그는 종이에 물감을 묻혔기 때문이다."
120,그는 칠면조를 넣었다,그는 흥분했다.,그는 칠면조를 넣었다. 따라서 그는 무언가를 느꼈다.,칠면조의 부드러운 깃털과 따뜻한 온기였다.,"그는 이상한 것을 느꼈는데, 왜냐하면 그는 칠면조를 넣었기 때문이다."
121,그는 다시 전화를 받았다,그는 당황스러웠다.,불안한,심리적인 긴장감이었다. 그는 전화를 받으며 불안과 기대가 교차되는 감정을 느꼈다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 다시 전화를 받았기 때문이다."
122,그는 눈사람을 만들었다,그는 즐거웠다.,추운 것을느꼈다.,눈이 차가워지고 손이 얼었다.,따뜻한 감정을
123,그는 결국 쓰러졌다,그는 실망과 좌절을 느꼈다.,죽음을 느꼈다.,쓰러지는 순간까지의 모든 노력과 투지가 물거품이 되었다는 절망감이었다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 결국 쓰러졌기 때문이다."
124,그는 곧 집으로 돌아갔다,그는 안도감을 느꼈다.,안정된 것을 느꼈다., 안정감과 안도였다. 집으로 돌아가면서 그는 마음이 편안해지고 안락한 분위기에 둘러싸여 있는 느낌을 받았다.,"그는 불편한 것을 느꼈는데, 왜냐하면 그는 곧 집으로 돌아갔기 때문이다."
125,그는 새 보트를 구입했다,그는 기쁨을 느꼈다.,자유를 느꼈다.,"자유와 행복이었다. 새 보트를 타고 바다를 항해하며 그는 자유롭게 풍요로운 바다의 풍경을 감상할 수 있었고, 이것이 그에게 큰 행복을 주었다.","그는 흥분된 것을 느꼈는데, 왜냐하면 그는 새 보트를 구입했기 때문이다."
126,그는 쇼핑하러 가고 싶다고 했다,"""그는 흥분했다.""",그는 쇼핑하러 가고 싶다고 했다. 따라서 그는 만족함을 느꼈다.,자유와 행복이었다.,"그는 허기진 것을 느꼈는데, 왜냐하면 그는 쇼핑하러 가고 싶다고 했기 때문이다."
127,그는 소파에서 낮잠을 자고 있었다,그는 편안하고 안정적으로 느꼈다.,휴식을 취한 것을 느꼈다.," 편안함과 안도감이었다. 그가 잠들어 있는 동안 주변은 조용했고, 그의 마음은 평화로웠다.",아무런 것도
128,그는 혼자서 저녁을 먹었다,그는 외로움을 느꼈다.,외로움," 외로움과 고독감이었다. 그의 주변에는 아무도 없었고, 식사하는 동안에도 머릿속은 쓸쓸함으로 가득 찼다. 이렇게 혼자 저녁을 먹는 것이 너무 힘들게 느껴",외로움을
129,그는 잠이 들었다,그는 평온함을 느꼈다.,쉬운 것을 느꼈다.,잠부터 시작된다. 그는 편안함과 안정감을 느꼈다.,아무런 것도
130,그는 술을 너무 많이 마셨다,그는 혼란스럽고 후회했다.,취한 것을 느꼈다.,"술 취한 상태였고, 머리가 어지러워서 제대로 서있기도 힘들었다.",취한 것을
131,그는 매일 아침 눈을 떴다,그는 매일 아침 눈을 떴을 때 피곤하고 지루했다.,새로운 하루를 맞이했다.,새로운 하루의 시작과 함께하는 기대감이었다.,"그는 평온함을 느꼈는데, 왜냐하면 그는 매일 아침 눈을 떴기 때문이다."
132,그는 그녀의 셔츠 단추를 풀었다,그는 긴장되고 설렜다.,그녀의 피부가 부드럽고 따뜻한 것을 느꼈다.,그녀의 피부가 부드럽게 닿는 것이었다.,"그는 설레임을 느꼈는데, 왜냐하면 그는 그녀의 셔츠 단추를 풀었기 때문이다."
133,그는 새 타이어가 필요했다,그는 당황스러웠다.,비용을 느꼈다.,"불안함이었다. 그는 길을 계속해서 달려야 했고, 새 타이어가 없다면 어려움에 처할 것을 알고 있었다.","그는 진동을 느꼈는데, 왜냐하면 그는 새 타이어가 필요했기 때문이다."
134,그는 자신의 알람을 설정했다,그는 안심하고 안정감을 느꼈다.,시간에 쫓기는 것을 느꼈다.," 안정감이었다. 그 알람이 다음 날 일어나야 할 중요한 일을 상기시키며, 그에게 안도감을 주었다.","놀란 것을 느꼈는데, 왜냐하면 그는 자신의 알람을 설정했기 때문이다."
135,그는 선택의 폭을 좁혔다,그는 제한된 선택의 폭으로 인해 답답함을 느꼈다.,"제한된 선택의 폭을 좁혀서, 그는 자유로움을 느꼈다.",자유로움과는 거리가 멀어졌다.,"그는 안도를 느꼈는데, 왜냐하면 그는 선택의 폭을 좁혔기 때문이다."
136,그는 직원을 해고했다,그는 책임감과 안도를 느꼈다.,책임을느꼈다.,"책임과 안도였다. 그는 회사의 운영에 대한 책임을 느끼면서도, 직원들에게 일자리를 제공하지 못해 안도감을 느꼈다.",안 좋은(concern)
137,그는 발진이 생겼다,그는 당황하고 걱정했다.,가려움,가려움과 불편함이었다. 그는 발진을 감싸주는 의료용 보호대를 찾아야 했다.,"그는 가려움을 느꼈는데, 왜냐하면 그는 발진이 생겼기 때문이다."
138,그는 집에 가서 옷을 갈아입어야 했다,그는 지루하고 귀찮았다.,변화된 것을,피곤함과 안도였다. 그는 오늘 하루를 잘 마무리하고 집으로 돌아가서 편안한 옷을 입고 휴식을 취할 수 있었다.,"그는 급한 것을 느꼈는데, 왜냐하면 그는 집에 가서 옷을 갈아입어야 했기 때문이다."
139,그는 정말 착해 보였다,아마 그는 기쁘고 감동적으로 느꼈을 것이다.,좋은 것을 느꼈다.,나쁜 일을 하고 싶지 않았을 것이다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 정말 착해 보였기 때문이다."
140,그는 알림을 받았다,그는 기쁨을 느꼈다.,불안한,불안과 긴장이었다. 무슨 일이 일어날지 모른다는 불안감과 동시에 긴장해서 어떻게 대처해야 할지 고민했다.,"그는 놀라운 것을 느꼈는데, 왜냐하면 그는 알림을 받았기 때문이다."
141,그는 아버지와 함께 낚시하러 갔다,그는 행복했다.,자연의 아름다움을 느꼈다.,아버지와 함께 시간을 보내며 편안함과 안정감이었다. 함께 하는 경험으로 인해 가족과의 소중한 연결을 느끼게 되었다.,"그는 평온함을 느꼈는데, 왜냐하면 그는 아버지와 함께 낚시하러 갔기 때문이다."
142,그는 아기를 안고 있었다,그는 행복했다.,따라서 그는 행복한 것을 느꼈다.,아기의 따뜻함과 무게였다. 그의 가슴은 아이를 안고 있는 것으로 인해 편안함을 느꼈다.,"그는 따뜻함을 느꼈는데, 왜냐하면 그는 아기를 안고 있었기 때문이다."
143,그는 기분이 나빠지기 시작했다,그는 기분이 나빠지기 시작했다.,슬픔을 느꼈다.,실망과 좌절이었다.,"그는 뭔가 잘못된 것을 느꼈는데, 왜냐하면 그는 기분이 나빠지기 시작했기 때문이다."
144,그는 새집을 지었다,그는 기쁘고 만족했다.,안정된 것을 느꼈다.,자부심과 성취감이었다. 새집을 짓고 완성된 것에 대한 자긍심으로 가득 찼다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 새집을 지었기 때문이다."
145,그는 새 정장을 구입했다,그는 기쁨을 느꼈다.,만족함,"자신감과 만족감이었다. 새로운 옷을 입고 나서 자신감이 솟아오르며, 주변 사람들의 시선도 더욱 자신 있게 받아들일 수 있었다.",기쁨을
146,그는 부딪혔다,그는 충격을 받았다.,아프거나 충격을 받았다. 따라서 그는 아픈 것을 느꼈다.,고통과 충격이었다. 상처를 입은 그는 아픔을 참을 수 없었다.,아픈
147,그는 퇴근길에 커피를 사서 마셨다,그는 퇴근 후에 일상적이고 만족스러운 느낌이었다.,피로함을 느꼈다.,피로와 지침이었다. 하지만 커피를 마신 후에는 조금씩 기운이 솟아나기 시작했다.,"그는 활기찬 것을 느꼈는데, 왜냐하면 그는 퇴근길에 커피를 사서 마셨기 때문이다."
148,그는 생일 파티가 있었다,그는 행복했다.,즐거움을 느꼈다.,기쁨과 흥분이었다. 친구들과 가족들이 모두 모여 축하해주고 선물을 주는 것을 보며 그는 정말로 특별한 날을 보내고 있다고 느꼈다.,"그는 특별한 것을 느꼈는데, 왜냐하면 그는 생일 파티가 있었기 때문이다."
149,그는 암매장 당했다,그는 절망적이고 무력하게 느꼈다.,죽음을 느꼈다.,최후의 고독과 무력감이었다.,"그는 아무것도 느끼지 못했는데, 왜냐하면 그는 암매장 당했기 때문이다."
150,그는 파트타임으로 일하고 있었다,그는 안정감을 느꼈다.,자유롭게 빈칸을 채워주세요., 자신의 시간을 효율적으로 활용해야 한다는 압박감이었다.,불만을
151,그는 자기도 모르게 자신에게 해가 되는 일을 했다,그는 자신을 미워했다.,자책감,자신에 대한 자책과 후회였다.,"그는 죄책감을 느꼈는데, 왜냐하면 그는 자기도 모르게 자신에게 해가 되는 일을 했기 때문이다."
152,그는 이제 자야 했다,그는 지쳐서 피곤하고 잠이 와야겠다고 느꼈다.,피곤한 것을 느꼈다.,피곤함과 잠이었다. 그는 침대로 향해 걸어가며 마지막으로 하루를 돌아보았다.,"그는 피곤한 것을 느꼈는데, 왜냐하면 그는 이제 자야 했기 때문이다."
153,그는 깁스를 해야 했다,그는 실망했다.,불편한," 아픔과 불편함이었다. 그는 일상생활에서의 제약과 불편함을 겪었지만, 동시에 회복을 위한 노력과 희망을 가져야 했다.",아픈
154,그는 하루를 시작했다,그는 새로운 시작에 기대감을 느꼈다.,새로운 기회를 느꼈다.,"희망과 기대감이었다. 새로운 하루가 시작되는 것에 대한 설렘이 가득했고, 무엇이든 이룰 수 있을 것 같은 자신감으로 가득 차 있었다.","그는 만족한 것을 느꼈는데, 왜냐하면 그는 하루를 시작했기 때문이다."
155,그는 새 드레스를 입었다,그는 자신감이 넘쳤다.,예쁜 것을 느꼈다.,새로운 자신의 모습에 대한 자신감과 행복함이었다.,"그는 자신이 아름다운 것을 느꼈는데, 왜냐하면 그는 새 드레스를 입었기 때문이다."
156,그는 어느 날 배고픔을 느꼈다,그는 어느 날 배고픔을 느꼈다.,배고픔을 느꼈으므로 그는 먹고 싶음을 느꼈다.,먹을 것이 없어서 굶주림이었다.,"그는 공허함을 느꼈는데, 왜냐하면 그는 어느 날 배고픔을 느꼈기 때문이다."
