,input,A,B,B2
202,그는 집에 가야 했다,그는 다음 날 일찍 일어나야 했다,일을 마치다,그는 중요한 회의가 있었다
203,그는 주스를 엎질렀다,그는 테이블을 넘어지다,실수로 컵을 밀었다,그는 테이블 위에서 자리를 옮기고 있었다
204,그는 성을 변경했다,그는 자신의 신분증을 갱신하다,자신의 정체성을 발견하다,그는 오랜 시간 동안 고민했다
205,그는 그것을 부모님에게 보여주기도 했다,그는 그것을 자랑스럽게 생각하다,자랑스러운 일을 달성하다,그는 자랑스러운 성적표를 받았다
206,그는 환불을 요구했다,그는 제품이 고장났다고 주장했다,제품이 손상되었다고 발견하다,그는 제품이 파손되었다고 말했다
207,그는 동물원에 사탕을 가져다줬다,그는 동물원에서 아이들을 만나고 싶다고 말했다,그는 동물원에서 사랑스러운 동물들을 보다,그는 동물원에 가기로 결정했다
208,그는 그녀에게 원하는대로 할 수 있게 했다,그는 그녀에게 더 많은 자유를 주었다,그녀의 말을 듣다,그녀가 그를 위해 많은 것을 희생했다
209,그는 밤에 잠이 들었다,그는 그날 하루 동안 힘들게 일했다,하루 종일 일을 하다,그는 책을 읽었다
210,그도 그것을 원했다,그는 그것을 사고 싶어했다,친구의 선물을 보다,그는 자신이 할 수 있는 최선을 다해 노력했다
211,그는 소총을 발사했다,그는 사냥을 하러 숲으로 갔다,사냥을 시작하다,그는 군대에서 훈련을 받았다
212,그는 체중이 줄었다,그는 다이어트를 시작했다,운동을 꾸준히 하다,그는 운동을 매일하고 식단을 조절했다
213,그는 목이 아파했다,그는 추위에 오래 머물렀다,하루 종일 노래를 부르다,그는 창문을 열고 시원한 공기를 마셨다
214,그는 쩝쩝거리는 소리를 내었다,그는 코끼리를 놀라게 하다,벌레를 발견하다,그는 벌레를 발견했다
215,그는 스스로를 기록했다,그는 스스로를 반성하다,일일 일지를 쓰기로 결정하다,그는 자기 계발을 위해 노력했다
216,그는 자신에 대해 매우 화가 나 있었다,그는 친구에게 배신당했다,친구들에게 속았다,그의 친구가 그를 배신했다
217,그는 이제 시작해야 했다,그는 그의 과제를 마무리해야 했다,오랜 시간을 낭비하다,그는 오랜 시간을 계획하고 준비했다
218,그는 열쇠를 잊어버렸다,그는 문을 열고 나가려고 했다,급하게 집을 나왔다,그는 문을 잠그고 나왔다
219,그는 오늘이 첫날였다,그는 새로운 직장에 입사하다,새 직장에 입사하다,그는 새로운 직장을 구했다
220,그는 차를 엎질렀다,그는 운전을 하다,운전 중에 졸다,그는 운전 중에 스마트폰을 사용했다
221,그는 이유를 설명했다,그는 그의 결정에 대해 직원들에게 설명하다,사무실에 늦게 도착하다,그는 실수를 인정했다
222,그는 휴가를 시작했다,그는 일정을 체크하다,오랜만에 휴식을 취하다,그는 여러 달 동안 업무에 집중해 왔다
223,그는 여자친구와 결혼했다,그는 그녀에게 프러포즈했다,오랫동안 연애를 하다,그녀에게 프러포즈를 했다
224,그는 새로운 사람들을 만났다,그는 새로운 동네에 이사를 가다,이사를 하다,그는 이사를 했다
225,그는 더 이상 짖지 않았다,그는 이웃의 개가 사라지다를 알게 되었다,주인의 목소리를 듣다,그는 누군가가 문을 노크했다
226,그는 싸우고 싶지 않아 했다,그는 폭력을 싫어하다,폭력적인 상황을 피하다,그는 상대방의 이해를 바라고 있었다
227,그는 포커 토너먼트에 참가했다,그는 포커를 잘하다,돈을 벌기 위해 도박하다,그는 카지노에서 돈을 벌기 위해 연습을 많이 했다
228,그는 휴대폰을 돌려받았다,그는 분실 보관물 처리소에 신고하다,분실 보고를 하다,그는 분실 보고를 했다
229,그는 다음 날 그만뒀다,그는 회사에서 사직서를 제출했다,상사에게 무리한 요구를 받다,그는 상사와 큰 싸움을 했다
230,그는 도와달라고 울부짖었다,그는 사람들에게 도움을 요청하다 에서 거부당하다,사랑하는 사람을 잃다,그는 끔찍한 교통사고를 당했다
231,그는 좋아하는 노래를 연주했다,그는 연주회에 참석하기 전에 연습을 많이 했다,스트레스를 푸다,그는 오랜 시간을 연습했다
232,그는 동영상을 시청했다,그는 친구가 보낸 링크를 클릭했다,새로운 요리법을 배우다,그는 인터넷에 연결했다
233,그는 하루 종일 플레이했다,그는 시험을 마치고 방학이 시작되었다,게임 중독에 빠지다,그는 게임 대회에 참가하기로 결정했다
234,그는 공을 가지고 있었다,그는 축구를 하기로 계획하고 있었다,축구를 하다,그는 운동장에서 축구를 했다
235,그는 가발을 뒤집었다,그는 그가 머리를 감추기 위해 가발을 착용하다,정체를 숨기다,그는 자신의 머리카락이 너무 짧다고 생각했다
236,그는 집처럼 편안해 했다,그는 그의 가족과 함께 시간을 보내다,장거리 여행에서 돌아오다,그는 오랜만에 가족과 함께 시간을 보냈다
237,그는 무서운 소리를 들었다,그는 밤에 혼자 집에 있었다,밖에 있는 동물들이 시끄럽게 짖다,그는 밤에 홀로 집에 있었다
238,그는 거미를 죽였다,그는 거미에 물리다,거미에 물리다,그는 거미에 물렸다
239,그는 그녀에게 음식을 줬다,그는 그녀가 배고프다는 것을 알았다,그녀가 배고파하는 것을 보다,그는 그녀가 배고프다는 것을 알았다
240,그는 캠핑 여행 중였다,그는 자연을 탐험하고 싶어한다,자연 속에서 평화를 느끼다,그는 오랜만에 자연 속에서 휴식을 취하고 싶었다
241,그는 둥지를 지었다,그는 나무에서 가지를 꺾었다,새 여친과 함께 살기로 결정하다,그는 먼저 나무를 고르고 가지를 모았다
242,그는 멍청해 보였다,그는 어린아이들과 함께 노는 것을 보았다,자신의 실수를 깨닫다,어색한 질문을 받았기 때문에 그랬을지도 모른다
243,그는 머리 뒤에도 눈이 있었다,그는 뒤쪽으로도 시야를 확보하기 위해 눈을 가지고 있다,특이한 유전자 변이를 가지다,그는 유전자 조작 실험을 받았다
244,그는 기침을 시작했다,그는 감기에 걸렸다,감기에 걸리다,그는 추위에 오래 노출되었다
245,그는 새 트럭을 구입했다,그는 오래된 자동차가 고장나서 새 트럭을 구입했다,오래된 자동차를 팔다,그는 여러 대의 중고차를 검토했다
246,그는 몸을 따뜻하게 했다,그는 추운 날씨에 나가기 전에 옷을 입다,감기에 걸리다,그가 감기에 걸렸다
247,그는 하나를 훔쳤다,그는 가게에서 물건을 훔치다,경찰에게 쫓기다,그는 돈이 부족해서 음식을 살 수 없었다
248,그는 큰 시험이 다가오고 있었다,그는 시험을 위해 밤낮으로 공부하다,밤새 공부하다,그는 밤낮으로 공부했다
249,그는 어쨌든 떠났다,그는 더 이상 그 곳에 남을 이유가 없다고 생각하다,자리에 오래 앉아 있다,우리와의 관계를 다시 고쳐보려고 노력했다
250,그는 혀를 내밀어 메롱했다,그는 그의 친구에게 장난을 치다,친구와 장난을 치다,그는 친구와 장난을 치고 있었다
251,그는 마침내 그녀를 만났다,그는 그녀를 만나기 위해 여러 장소를 방문했다,오랜만에 소개팅을 가다,그는 여러 차례 그녀를 찾아 돌아다녔다
252,그는 티켓을 받았다,그는 공연을 보러 가기로 계획하다,오랜 기다림 끝에 공연 티켓을 구입하다,그는 주차위반을 저질렀다
253,그는 밤을 새워 공부했다,그는 시험을 앞두고 있었다,시험 기간이 다가오다,그는 중요한 시험을 앞둔 상태였다
254,그는 금식을 깨기 시작했다,그는 다이어트를 시작하다,건강 상태를 걱정하다,그는 24시간 동안 아무 것도 먹지 않았다
255,그는 그녀를 유혹으로 이끌었다,그는 그녀에게 많은 선물을 주다,자신의 매력에 자신감을 갖다,그는 그녀의 호감을 사기 위해 노력했다
256,그는 외출금지를 당했다,그는 이전에 자주 심각한 사고를 일으켰다,자택에서 파티를 열다,그는 친구들과 함께 밤늦게까지 돌아다녔다
257,그는 집이 그립었다,그는 오랜만에 고향을 방문하고 있다,여행 중에 오랜만에 가족을 만나다,오랜만에 가족들을 만나고 있었다
258,그는 직장에서 은퇴했다,그는 장기간 근무한 후 은퇴를 결정하다,30년 동안 일하다,그는 30년 동안 일했다
259,그는 게시되었다,그는 그의 새로운 싱글을 노래하다,신입 사원으로 입사하다,그는 글을 쓰고 편집했다
260,그는 첫 직장을 얻었다,그는 졸업을 했다,취업 면접에 합격하다,그는 대학을 졸업했다
261,그는 주차장을 찾았다,그는 차를 주차하다,시간에 쫓기고 있다,그는 지도를 확인했다
262,그는 무도회 드레스와 함께 입었다,그는 그녀와 함께 무도회에 참석하기로 했다,친구의 결혼식에 초대받다,그는 오랜만에 친구들을 만나고 싶어했다
263,그는 바위에 걸려 넘어졌다,그는 지나다가 발을 걸리다,다른 사람과 함께 하이킹을 하다,그는 바위를 밟고 걸어오고 있었다
264,그는 스스로를 존중했다,그는 다른 사람들의 의견을 경청했다,다른 사람들의 의견을 듣다,그는 자신의 가치를 깨달았다
265,그는 추수감사절 저녁 식사를 준비했다,그는 식재료를 구매하다,가족들과 함께 모이다,그는 신선한 재료를 구매하러 시장에 갔다
266,그는 코를 후볐다,그는 감기에 걸렸다,꽃가루 알레르기 반응을 보이다,그는 꽃가게에서 꽃을 맡았다
267,그는 곧바로 잠자리에 들었다,그는 하루 종일 일을 하고 피곤해서 바로 잠자리에 들었다,하루 종일 일을 하다,그는 긴 하루 일을 다 마무리했다
268,그는 함께 앉아 있었다,그는 친구와 함께 식사를 하고 있었다,누군가가 그의 이름을 부르다,그는 친구와 약속했던 시간을 기다렸다
269,그는 모두에게 감사했다,그는 도움을 받아서 감사했다,어려운 시기를 겪다,그들이 자신을 도와준 것을 알고 있었다
270,그는 팔을 뻗었다,그는 그녀에게 안부를 묻기 위해 팔을 뻗었다,사무실에서 벗어나다,그는 고정된 상태로 앉아 있었다
271,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다,그는 이력서를 업데이트하고 면접 준비를 했다,열심히 준비하다,그는 이력서를 업데이트하고 자기소개서를 작성했다
272,그는 휴가가 필요했다,그는 최근에 많은 스트레스를 받았다,그는 힘든 업무를 처리하다,그는 힘든 일주일을 보냈다
273,그는 매우 아팠다,그는 전날에 심한 스트레스를 받았다,바이러스에 감염되다,그는 감기에 걸렸다
274,그는 곰에게 상처를 입혔다,그는 산속에서 캠핑을 하고 있었다,산속에서 캠핑을 하다,그는 숲 속에서 산책을 하고 있었다
275,그는 제 방으로 돌아왔다,그는 외출을 마치고 집으로 돌아오다,친구들과 시간을 보내다,그는 친구들과 함께 외식을 했다
276,그는 밴드에 가입했다,그는 음악을 연주하기 시작했다,기타를 배우다,그는 음악을 배우기 시작했다
277,그는 이상하게 생겼다,그는 그의 새로운 머리스타일을 자랑하다,새로운 머리 모양을 시도하다,그는 코스프레를 하고 있었다
278,그는 발가락을 삐끗했다,그는 계단에서 넘어지다,축구를 하다,그는 축구를 하다가 발을 찧었다
279,그는 학용품을 구입했다,그는 새 학기가 시작되기 전에 필요한 물품을 살 준비를 했다,새 학기가 시작되다,그는 새 학기를 맞아 자녀들의 필요한 물품을 확인했다
