,input,A,B
450,그는 이혼을 신청했다,불행해 보인다,절망적이다
451,그는 한밤중에 깨어났다,불면증에 시달리다,불면증 있다
452,그는 직진했다,단호하다,결연하다
453,그는 한 귀로 듣고 흘렸다,무심하다,무관심하다
454,그는 캐나다로 이주했다,이민자다,새로운 시작을 한다
455,그는 다음에 더 조심할 겄다,경계심이 많다,경계한다
456,그는 새 브라우저를 다운로드했다,현대적이다,현대적이다
457,그는 대신 수영을 하러 갔다,활동적이다,활동적이다
458,그는 생일 케이크를 구입했다,기쁘다,달콤하다
459,그는 인증을 받았다,능력이 있다,신뢰할 만하다
460,그는 첫 번째 집을 구입했다,성공적이다,자긍심이 높다
461,그는 다음 날 아침 깨어났다,새로운 시작을 한다,상쾌하다
462,그는 스스로를 지켰다,자신을 소중히 여긴다,강인하다
463,그는 학교에서 놀림을 받았다,상처받은 것 같다,상처받다
464,그는 창문을 깨뜨렸다,화가 난다,위험하다
465,그는 결승선을 통과했다,승리하다,승리하다
466,그는 새로운 보금자리를 찾았다,안정적이다,행복하다
467,그는 결국 찾았다,끈기있다,끈질기다
468,그는 정말 멋졌다,인상적이다,자신감 넘친다
469,그는 곧 도착했다,신속하다,기다려 준다
470,그는 어머니를 찾았다,감동적이다,감동적이다
471,그는 아기의 기저귀를 갈아줬다,부모다,책임감 있다
472,그는 정말 귀여운 녀석였다,사랑스럽다,사랑스럽다
473,그의 몸에 불이 붙었다,위험에 처한 상황이다,절망적이다
474,그는 새 셔츠를 원했다,사치스럽다,꾸미기 좋아한다
475,그는 새 노래를 작곡했다,창의적이다,창의적이다
476,그는 더 빠르게 타이핑을 쳤다,숙련된 타이핑러,열정적이다
477,그는 뭔가에 부딪혔다,어리석다,아프다
478,그는 마침내 열쇠를 찾았다,꼼꼼하다,안도하다
479,그는 셔츠를 벗었다,더워서 셔츠를 벗었다,씩씩하다
480,그는 투어를 시작했다,모험심이 강하다,흥분하다
481,그는 깃발을 꽂았다,자부심이 강하다,자랑스럽다
482,그는 산책을 하고 싶어 했다,평온하다,신선한 공기를 좋아한다
483,그는 장난을 쳤다,유머 감각이 있다,유머러스하다
484,그는 방과 후에 놀았다,게으르다,에너지 넘친다
485,그는 자신의 가치를 결정했다,자신감이 있다,자신감 있다
486,그는 대신 집으로 돌아갔다,실망스럽다,실망하다
487,그는 체중이 증가했다,게으르다,건강에 신경을 쓰지 않다
488,그는 그냥 집에 갔다,평범하다,무관심하다
489,그는 오늘 도착했다,시간을 잘 지킨다,피곤하다
490,그는 어디에서도 그녀를 찾을 수 없었다,실망스럽다,절망적이다
491,그는 학교로 돌아왔다,교육을 중요시한다,피곤하다
492,그는 그녀를 찔렀다,폭력적이다,위협적이다
493,그는 학교에 도착했다,책임감이 있다,책임 있다
494,그는 자신에게 화를 내고 있었다,화가 나다,화나다
495,그는 피자를 주문했다,배고프다,허기지다
496,그는 공을 서브했다,스포츠적이다,운동이 잘 통한다
497,그는 마사지를 받았다,피곤하다,편안하다
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,군인,군인스럽다
499,그는 리본을 잘랐다,축하받았다,자신감 있다
500,그는 목이 말랐다,갈증이 있다,갈증을 느낀다
501,그는 기분이 더 나빠졌다,우울하다,우울하다
502,그는 어디서든 찾을 수 있었다,유명하다,뛰어나다
503,그는 공연이 끝난 후 그녀를 만났다,로맨틱하다,흥분하다
504,그는 첫 월급을 받았다,기쁘다,기쁘다
505,그는 정말 좋아 보였다,매력적이다,행복하다
506,그는 팔짱을 꼈다,자신감이 있다,확신에 차다
507,그는 친구들과 대화를 나눴다,사교적이다,사교적이다
508,그는 그녀에게 자비를 베푸셨다,관대하다,관대하다
509,그는 더 빠르게 갔다,서둘러야 한다,우직하다
510,그는 새 바지를 입었다,꾸미기를 좋아한다,자신감 있다
511,그는 직접 티켓을 작성했다,자기 주도적이다,능력있다
512,그는 새 직장에 지원했다,새로운 도전을 원한다,열정적이다
513,그는 고양이에게 간식을 줬다,애정이 많다,친근하다
514,그는 야수를 겁을 줘서 쫓아내었다,용감하다,용감하다
515,그는 발가락이 부러졌다,고통을 겪고 있다,아프다
516,그는 자랑을 멈췄다,겸손하다,겸손하다
517,그는 연락이 끊겼다,불안한 상황에 처했다,외롭다
518,그는 자전거를 구입했다,활기차다,즐겁다
519,그는 공을 드리블했다,스포츠적이다,순발력이 뛰어나다
520,그는 더 잘 보게 되었다,시력이 좋아졌다,건강하다
521,그는 아픈 척했다,주의를 끌려고 한다,속이 안 좋다
522,그는 마침내 채용되었다,끈기가 있다,자랑스럽다
523,그는 친구들과 즐거운 시간을 보내고 있었다,사교적이다,행복하다
524,그는 새 직장을 찾았다,적극적이다,희망차다
525,그는 마침내 완성했다,끈기가 있다,자랑스럽다
526,그는 결혼한 지 20년이 되었다,안정적이다,충실하다
527,그도 함께 동승했다,사교적이다,친근하다
528,그는 드레스 쇼핑을 하러 갔다,세련되다,세련되다
529,그는 롤러스케이트를 타러 갔다,활동적이다,유쾌하다
530,그는 큰 소리를 들었다,놀라다,놀라다
531,그는 곧 육지를 봤다,기뻤다,안도하다
532,그는 프레젠테이션을 진행했다,자신감이 있다,자신감 있다
533,그는 함께 식사했다,사교적이다,사교적이다
534,그는 매주 주말마다 갔다,활동적이다,활동적이다
535,그는 바닥에 오줌을 쌌다,부끄럽다,부끄럽다
536,그는 통나무를 떨어뜨렸다,힘이 세다,힘이 세다
537,그는 잠시 숨을 골랐다,피곤하다,피곤하다
538,그는 추수감사절 저녁을 요리했다,관대하다,요리에 능숙하다
539,그는 파이 먹기 대회에 참가했다,배가 고프다,식욕이 왕성하다
540,그는 혀를 깨물었다,긴장되어 있다,아프다
541,그는 그 자리에서 바로 채용했다,자신감이 있다,빠른 판단력을 가지다
542,그는 저녁 식사를 준비했다,요리에 관심이 있다,요리에 열중한다
543,그는 케이크도 먹었다,식욕이 강하다,식욕이 좋다
544,그는 고열이 있었다,아프다,아프다고 보인다
545,그는 너무 다쳤다,취약하다,무력하다
546,그는 스테이크도 먹었다,혹시 채식주의자일까?,고급스럽다
547,그는 이야기를 길게 했다,수다쟁이다,지루하다
548,그는 의상을 제작했다,창의적이다,창의적이다
549,그는 밖에서 소음을 들었다,깜짝 놀랐다,경계한다
550,그는 서핑을 하려고 했다,모험적이다,용감하다
551,그는 오두막을 지었다,창의적이다,솜씨 좋다
552,그는 상사를 고소했다,용감하다,용감하다
553,그는 막 아기를 낳았다,부모다,행복하다
554,그는 자신의 운명을 결정했다,결단력이 있다,결단력 있다
555,그는 파티를 그리워했다,외향적이다,사교적이다
556,그는 휴대폰을 망가뜨렸다,부주의하다,부주의하다
557,그는 파티에 가고 싶어 했다,사교적이다,즐겁다
558,그는 팔에 날카로운 통증을 느꼈다,고통스럽다,고통 받다
559,그는 바닥에 화학 물질을 엎질렀다,실수를 저질렀다,부주의하다
560,그는 허리 통증이 있었다,불편하다,불편해한다
561,그는 거의 맞을 뻔했다,운이 없다,위험하다
562,그는 리얼리티 쇼를 시청했다,현실적이다,현실적이다
563,그는 바이올린을 연주했다,예술적이다,예술적이다
564,그는 기분이 나아지기 시작했다,기쁘다,희망적이다
565,그는 나머지 거리는 걸어서 통학했다,활동적이다,활동적이다
566,그는 피 냄새를 맡았다,역겨워한다,혐오스럽다
567,그는 오일 교환을 받았다,차를 소중히 여긴다,착하다
568,그는 수학 시험을 치렀다,똑똑하다,똑똑하다
569,그는 스스로를 믿고 있었다,자신감이 있다,자신감 넘친다
570,그는 자전거가 정말 필요했다,운동을 좋아한다,탈것이 필요하다
571,그는 파상풍 예방 주사를 맞았다,예방에 신경을 쓴다,신중하다
572,그는 명예로운 전투에 참여했다,용감하다,용감하다
573,그는 발을 까닥거렸다,짜증이 많다,짜증나다
574,그는 어느 날 눈을 떴다,깨어나다,황홀하다
575,그는 병원 진료 예약이 있었다,건강에 신경을 쓴다,건강 관리에 신경쓴다
576,그는 대사를 연습했다,연기자,열심히 일한다
577,그는 방귀를 뀌었다,부끄럽다,부끄럽다
578,그도 몰랐다,놀랐다,당황하다
579,그는 너무 긴장한 것 같았다,긴장한 것 같다,불안하다
580,그는 결혼 반지를 잃어버렸다,슬프다,슬프다
581,그는 이웃과 대화를 나눴다,사교적이다,사교적이다
582,그는 실수로 떨어뜨렸다,어설프다,어색하다
583,그는 비건 채식주의자가 되었다,건강을 중시하다,건강하다
584,그는 그녀의 등을 쓰다듬었다,다정하다,다정하다
585,그는 하와이로 이사했다,휴식을 취하다,행복하다
586,그는 오늘 학교에 갔다,책임감이 있다,열심히 공부한다
587,그는 룸메이트와 마주쳤다,교제가능하다,당황하다
588,그는 하루 종일 빵을 구웠다,근면하다,부지런하다
589,그는 결국 왔다,늦었다,끈질기다
590,그는 주먹을 불끈 쥐었다,분노에 찬 모습이다,분노하다
591,그는 물을 더 많이 마셨다,목마르다,갈증이 심하다
592,그는 보상을 받았다,만족스럽다,기쁘다
593,그는 기침을 많이 했다,아프다,아프거나 불편하다
594,그는 자신감을 얻었다,자신감이 있다,확신 있다
595,그는 사탕을 그만 먹었다,당분을 좋아한다,달콤한 것을 좋아한다
596,그는 드레스가 필요했다,특별한 자리에 갔을 것이다,세련되다
597,그는 카드를 보여줬다,자신의 신분을 증명하려고 한다,솔직하다
598,그는 냉장고를 확인했다,배고프다,배고프다
599,그는 방아쇠를 당겼다,위험하다,위험하다
600,그는 실수로 넘어졌다,어설프다,어설프다
601,그는 수업 준비를 했다,책임감이 있다,열심히 일한다
602,그는 바지 단추를 풀었다,편안하다,편안하다
603,그는 자신을 노출했다,대담하다,용감하다
604,그는 모든 친구들에게 자랑했다,자만심이 강하다,자만심이 강하다
605,그는 말을 탔다,빠르게 이동하다,운이 좋다
606,그는 수박에 줄을 그었다,창의적이다,창의적이다
607,그는 꿈에 그리던 남자를 만나게 되었다,행복해 보인다,만족하다
608,그는 내일 역사 시험이 있었다,긴장되다,불안하다
609,그는 주차 위반 딱지를 받았다,부주의하다,부주의하다
610,그는 일하고 싶지 않아 했다,게으르다,게으르다
611,그는 메시지를 받았다,기쁘다,기쁘다
612,그는 사이렌 소리를 들었다,위험 상황에 처했다,긴장하다
613,그는 넷플릭스를 시청했다,즐거워 보인다,게으르다
614,그는 동물병원에 데려갔다,애완동물을 소중히 여긴다,따뜻하다
615,그는 그의 엄마에게 말했다,어머니를 존경한다,따뜻하다
616,그는 많이 울었다,슬퍼하다,슬프다
617,그는 늙었다,나이가 들었다,경외감을 준다
618,그는 어린 딸이 있었다,부모다,책임감 있다
619,그는 두 손을 모았다,기도한다,진지하다
620,그는 외로움을 덜 느꼈다,만족스럽다,사교적이다
621,그는 낙담했다,실망스럽다,우울하다
622,그는 집을 팔았다,부자다,부유하다
623,그는 병가를 내었다,아프다,아프다
624,그는 새로운 사업을 시작했다,능동적이다,창의적이다
625,그는 폭탄발언을 했다,무모하다,무모하다
626,그는 울타리를 뛰어넘었다,용감하다,용감하다
627,그는 애완용 새를 키우고 있었다,애완동물을 좋아한다,돌본다
628,그는 가장 큰 소리로 비명을 질렀다,극도로 겁에 질린다,공포에 떨고 있다
629,그는 우승 골을 넣었다,경기에서 뛰어난 실력을 보였다,자신감 넘친다
630,그는 모두를 위해 위험을 감수했다,희생적이다,희생적이다
631,그는 자신을 쳐다보고 있었다,자기에게 집중하고 있다,자만심 많다
632,그는 계정을 만들었다,창의적이다,창의적이다
633,그는 새 개를 입양했다,관대하다,관대하다
